"","X","Basin","Site","Loct","Date","Time","UOM","Year","Month","Day","Lat","Long","Huc8","pollute","huc08","huc06","huc04","huc02"
"476497",584150,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-02-21",1025,1.485,2001,2,21,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476498",584240,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-04-25",940,0.196,2001,4,25,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476499",584350,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-06-27",930,0.551,2001,6,27,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476500",584450,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-08-29",925,1.254,2001,8,29,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476501",584540,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-08-29",930,1.111,2001,8,29,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476502",584650,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-10-24",855,0.508,2001,10,24,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476503",584741,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","5.5 MI SW OF DELIA","2001-12-26",935,0.509,2001,12,26,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476504",584840,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-02-02",930,0.799,2005,2,2,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476505",584940,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-04-06",935,0.152,2005,4,6,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476506",585050,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-04-06",940,0.05,2005,4,6,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476507",585140,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-06-01",929,0.327,2005,6,1,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476508",585231,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-08-03",925,0.253,2005,8,3,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476509",585324,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-10-05",923,0.799,2005,10,5,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476510",585418,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2005-12-07",1020,0.117,2005,12,7,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476511",585540,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2009-02-03",911,0.306,2009,2,3,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476512",585640,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2009-04-07",918,0.474,2009,4,7,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476513",585740,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2009-06-02",853,0.888,2009,6,2,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476514",585950,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2009-10-05",1053,0.347,2009,10,5,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476515",586040,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2009-12-21",1008,0.322,2009,12,21,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476516",586139,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2013-01-29",857,0.305,2013,1,29,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476517",586240,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2013-01-29",902,0.309,2013,1,29,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476518",586350,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2013-04-30",844,0.382,2013,4,30,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476519",586450,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2013-07-09",910,0.492,2013,7,9,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476520",586550,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2013-10-23",844,0.319,2013,10,23,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476521",586640,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2017-02-07",835,0.41,2017,2,7,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476522",586740,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2017-05-02",846,1.9,2017,5,2,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476523",586817,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2017-08-08",935,0.71,2017,8,8,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476524",586950,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2017-11-07",923,0.34,2017,11,7,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476525",587040,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2021-03-02",639,0.45,2021,3,2,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476526",587140,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2021-06-21",715,0.79,2021,6,21,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476527",587240,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2021-09-08",638,0.47,2021,9,8,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476528",587329,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC101","","2021-12-07",644,0.65,2021,12,7,39.20226,-95.874053,10270102,"TKN",10270102,102701,1027,10
"476769",757912,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2000-01-05",1700,0.3,2000,1,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476770",758011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2000-03-08",1620,0.41,2000,3,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476771",758112,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2000-05-03",1515,1.31,2000,5,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476772",758211,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2000-07-05",1540,0.49,2000,7,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476773",758311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2000-11-01",1605,2.16,2000,11,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476774",758411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-01-31",1530,0.25,2001,1,31,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476775",758512,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-04-04",1540,0.667,2001,4,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476776",758611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-06-06",1540,1.387,2001,6,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476777",758712,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-08-08",1540,0.851,2001,8,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476778",758811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-10-03",1640,0.805,2001,10,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476779",758912,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-12-05",1500,0.783,2001,12,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476780",759012,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2001-12-05",1505,0.844,2001,12,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476781",759115,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2002-01-09",1525,0.43,2002,1,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476782",759213,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2002-03-06",1635,0.255,2002,3,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476783",759312,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","9 MI S ON U.S. HIGHWAY 75 AND 4 MI E ON CROCO RD NEAR TOPEKA","2002-05-08",1635,2.19,2002,5,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476784",759412,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2002-07-10",1546,0.809,2002,7,10,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476785",759511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2002-09-04",1554,0.706,2002,9,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476786",759612,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2002-11-13",1608,1.207,2002,11,13,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476787",759712,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2003-02-06",1500,0.854,2003,2,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476788",759811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2003-04-03",1530,0.852,2003,4,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476789",759912,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2003-06-05",1448,1.113,2003,6,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476790",760010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2003-08-07",1421,0.852,2003,8,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476791",760111,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2003-10-09",1511,0.737,2003,10,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476792",760210,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2003-12-30",1452,0.65,2003,12,30,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476793",760311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2004-01-08",1547,0.894,2004,1,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476794",760410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2004-03-02",1603,0.868,2004,3,2,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476795",760511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2004-05-06",1524,0.648,2004,5,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476796",760610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2004-07-08",1520,1.039,2004,7,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476797",760711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2004-09-09",1630,0.584,2004,9,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476798",760810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2004-11-04",1411,0.979,2004,11,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476799",760911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2005-02-03",1515,0.423,2005,2,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476800",761010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2005-04-07",1501,0.475,2005,4,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476801",761111,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2005-06-02",1610,1.165,2005,6,2,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476802",761210,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2005-08-04",1435,0.664,2005,8,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476803",761311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2005-10-06",1435,0.647,2005,10,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476804",761410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2005-12-08",1626,0.479,2005,12,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476805",761510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2006-01-05",1417,0.261,2006,1,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476806",761611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2006-03-09",1659,0.471,2006,3,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476807",761710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2006-05-04",1552,0.88,2006,5,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476808",761811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2006-07-06",1527,0.62,2006,7,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476809",761910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2006-09-07",1416,1.211,2006,9,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476810",762011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2006-11-02",1346,1.258,2006,11,2,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476811",762114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2007-02-08",1518,0.495,2007,2,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476812",762212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2007-04-05",1556,0.727,2007,4,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476813",762311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2007-06-07",1417,0.657,2007,6,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476814",762411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2007-08-09",1425,0.831,2007,8,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476815",762510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2007-10-04",1641,0.603,2007,10,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476816",762611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2007-12-18",1455,0.74,2007,12,18,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476817",762710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2008-01-09",1503,0.904,2008,1,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476818",762811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2008-03-05",1450,1.114,2008,3,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476819",762910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2008-05-07",1526,0.511,2008,5,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476820",763011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2008-07-09",1543,0.777,2008,7,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476821",763110,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2008-09-03",1528,0.875,2008,9,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476822",763211,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2008-11-13",1502,0.511,2008,11,13,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476823",763310,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2009-02-04",1641,0.527,2009,2,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476824",763411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2009-04-06",1713,0.611,2009,4,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476825",763510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2009-06-03",1353,1.562,2009,6,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476826",763611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2009-08-25",1433,0.719,2009,8,25,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476827",763811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2009-12-29",1555,0.539,2009,12,29,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476828",763910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2010-01-13",1609,0.355,2010,1,13,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476829",764011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2010-04-28",1612,0.642,2010,4,28,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476830",764114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2010-07-26",1554,0.659,2010,7,26,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476831",764212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2010-10-12",1615,0.757,2010,10,12,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476832",764311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2011-02-28",1555,1.533,2011,2,28,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476833",764411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2011-05-24",1617,0.735,2011,5,24,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476834",764510,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2011-08-09",1605,0.938,2011,8,9,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476835",764611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2011-11-29",1534,0.664,2011,11,29,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476836",764710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2012-03-05",1653,1.572,2012,3,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476837",764811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2012-06-18",1728,0.744,2012,6,18,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476838",765113,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2013-01-28",1525,0.892,2013,1,28,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476839",765210,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2013-04-29",1608,0.564,2013,4,29,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476840",765311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2013-07-08",1747,0.576,2013,7,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476841",765411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2013-10-22",1618,0.707,2013,10,22,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476842",765511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2014-02-03",1550,0.69,2014,2,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476843",765610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2014-05-05",1543,0.86,2014,5,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476844",765711,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2014-08-04",1542,0.74,2014,8,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476845",765810,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2014-11-12",1541,0.57,2014,11,12,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476846",765911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2015-03-02",1545,0.69,2015,3,2,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476847",766011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2015-06-01",1605,0.71,2015,6,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476848",766110,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2015-09-01",1642,0.64,2015,9,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476849",766211,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2015-12-01",1546,1.3,2015,12,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476850",766310,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2016-01-04",1629,0.55,2016,1,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476851",766411,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2016-04-04",1728,0.44,2016,4,4,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476852",766511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2016-07-11",1521,0.77,2016,7,11,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476853",766610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2016-10-03",1537,0.48,2016,10,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476854",766710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2017-02-06",1422,0.48,2017,2,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476855",766811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2017-05-01",1427,1.2,2017,5,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476856",766911,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2017-08-07",1559,0.44,2017,8,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476857",767011,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2017-11-06",1549,0.43,2017,11,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476858",767111,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2018-03-05",1448,0.71,2018,3,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476859",767210,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2018-06-18",1714,0.77,2018,6,18,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476860",767311,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2018-09-24",1421,0.72,2018,9,24,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476861",767410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2018-12-10",1527,0.65,2018,12,10,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476862",767511,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2019-01-28",1516,0.57,2019,1,28,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476863",767611,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2019-04-01",1356,0.35,2019,4,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476864",767710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2019-07-08",1430,0.51,2019,7,8,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476865",767811,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2019-10-21",1458,0.51,2019,10,21,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476866",76799,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2020-02-03",1435,0.2,2020,2,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476867",768010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2020-08-03",1122,0.68,2020,8,3,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476868",768114,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2020-11-30",857,0.48,2020,11,30,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476869",768212,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2021-03-01",903,0.77,2021,3,1,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476870",768310,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2021-06-22",1340,0.38,2021,6,22,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476871",768410,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2021-09-07",857,0.95,2021,9,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476872",76859,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2021-12-06",849,0.41,2021,12,6,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476873",768610,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2022-01-24",1245,0.32,2022,1,24,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476874",768710,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2022-04-26",1355,0.59,2022,4,26,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476875",76889,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2022-07-05",1350,0.6,2022,7,5,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476876",768910,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2022-10-18",1350,0.33,2022,10,18,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
"476877",769010,"KANSAS/LOWER REPUBLICAN RIVER BASIN","SC109","","2023-02-07",1309,0.43,2023,2,7,38.89181,-95.59458,10270104,"TKN",10270104,102701,1027,10
