site,year,month,day,fin,blue,ship,wind
N,2012,8,29,77.57,82.14,74.90,55.64
N,2012,8,30,78.20,81.07,73.44,53.56
N,2012,8,31,77.32,78.24,72.09,58.22
N,2012,9,1,79.35,78.46,69.69,62.14
N,2012,9,2,76.79,81.04,71.28,62.09
N,2012,9,3,80.77,81.11,71.08,60.31
N,2012,9,4,77.97,80.69,70.45,53.55
N,2012,9,5,77.14,81.79,72.42,50.55
N,2012,9,6,78.82,81.12,70.33,49.96
N,2012,9,7,79.78,81.51,69.23,54.17
N,2012,9,8,81.66,81.49,70.63,62.34
N,2012,9,9,84.30,82.00,71.97,62.64
N,2012,9,10,80.83,80.71,71.16,50.28
N,2012,9,11,84.25,82.97,75.75,49.58
N,2012,9,12,84.43,83.28,76.25,51.30
N,2012,9,13,86.20,82.19,72.01,56.23
N,2012,9,14,86.70,83.93,73.90,60.64
N,2012,9,15,82.98,83.41,72.81,55.26
N,2012,9,16,80.90,81.68,69.80,49.11
N,2012,9,17,81.39,82.78,75.48,53.73
N,2012,9,18,82.52,84.17,77.67,60.93
N,2012,9,19,81.42,82.81,73.69,61.40
N,2012,9,20,81.03,82.79,73.32,61.50
N,2012,9,21,79.60,80.43,69.57,57.21
N,2012,9,22,78.53,80.24,69.65,50.98
N,2012,9,23,76.54,81.61,74.59,55.85
N,2012,9,24,73.91,78.22,69.48,57.44
N,2012,9,25,74.94,75.77,66.71,56.41
N,2012,9,26,74.90,78.39,70.34,55.17
N,2012,9,27,76.72,77.58,71.11,48.48
N,2012,9,28,73.26,75.63,71.05,48.98
N,2012,9,29,72.78,74.93,68.18,59.80
N,2012,9,30,75.37,77.20,72.38,59.85
N,2012,10,1,74.59,77.24,70.39,57.21
N,2012,10,2,75.36,76.47,70.88,55.88
N,2012,10,3,74.79,76.40,72.52,55.31
N,2012,10,4,73.22,74.73,67.03,56.87
N,2012,10,5,75.60,77.51,70.35,59.76
N,2012,10,6,78.17,76.74,69.40,59.64
N,2012,10,7,76.45,75.72,68.81,61.90
N,2012,10,8,75.36,74.15,67.64,62.89
N,2012,10,9,75.27,75.99,69.25,63.11
N,2012,10,10,79.08,77.57,73.22,55.90
N,2012,10,11,76.38,77.36,70.35,51.44
N,2012,10,12,77.27,79.19,72.49,57.33
N,2012,10,13,76.40,77.61,72.77,57.99
N,2012,10,14,78.63,74.23,67.17,56.58
N,2012,10,15,78.23,77.72,72.68,57.24
N,2012,10,16,77.40,79.13,66.89,58.15
N,2012,10,17,80.65,78.72,69.72,49.37
N,2012,10,18,81.42,78.10,71.48,56.46
N,2012,10,19,81.78,75.66,69.20,46.57
N,2012,10,20,79.95,76.59,70.74,56.61
N,2012,10,21,80.46,76.90,68.46,59.47
N,2012,10,22,82.22,78.91,70.77,54.62
N,2012,10,23,82.18,80.53,73.14,60.14
N,2012,10,24,83.19,82.36,74.08,64.82
N,2012,10,25,83.73,79.43,73.81,65.92
N,2012,10,26,83.90,75.25,71.49,54.84
N,2012,10,27,81.41,78.51,71.71,50.68
N,2012,10,28,82.17,81.13,75.30,51.57
N,2012,10,29,82.26,77.66,72.51,49.54
N,2012,10,30,79.49,77.77,72.03,53.73
N,2012,10,31,80.93,73.61,69.59,46.85
N,2012,11,1,84.83,80.52,75.43,54.86
N,2012,11,2,80.51,74.10,68.93,58.50
N,2012,11,3,81.93,75.81,72.28,51.77
N,2012,11,4,79.70,74.11,70.20,49.30
N,2012,11,5,77.09,74.79,70.75,52.60
N,2012,11,6,77.49,77.55,69.83,47.21
N,2012,11,7,78.70,75.15,70.66,56.76
N,2012,11,8,78.22,73.28,71.88,57.33
N,2012,11,9,79.27,72.85,68.86,61.12
N,2012,11,10,81.40,72.73,68.92,64.29
N,2012,11,11,81.34,73.04,68.79,59.57
N,2012,11,12,79.86,75.83,71.22,55.37
N,2012,11,13,80.10,72.16,67.96,50.89
N,2012,11,14,79.71,73.21,69.82,46.98
N,2012,11,15,78.84,72.51,69.38,48.43
N,2012,11,16,77.17,76.88,74.62,50.09
N,2012,11,17,79.82,73.15,69.19,51.28
N,2012,11,18,78.30,74.17,70.64,58.00
N,2012,11,19,76.50,76.39,72.85,56.41
N,2012,11,20,79.45,74.04,70.61,61.40
N,2012,11,21,79.04,74.33,71.15,63.58
N,2012,11,22,75.79,73.93,71.95,61.17
N,2012,11,23,79.40,73.58,70.83,47.81
N,2012,11,24,77.63,69.69,66.77,49.39
N,2012,11,25,79.46,72.24,68.90,51.92
N,2012,11,26,77.78,75.23,72.76,52.25
N,2012,11,27,79.22,71.20,69.26,51.13
N,2012,11,28,76.65,75.75,70.48,50.00
N,2012,11,29,76.71,75.65,71.45,54.66
N,2012,11,30,80.30,79.19,74.86,51.23
N,2012,12,1,76.33,70.31,67.46,48.73
N,2012,12,2,76.90,76.83,73.84,51.32
N,2012,12,3,77.55,72.04,66.92,50.99
N,2012,12,4,76.95,74.22,71.36,51.16
N,2012,12,5,78.35,74.01,69.35,59.62
N,2012,12,6,79.90,73.75,73.01,62.72
N,2012,12,7,NaN,NaN,NaN,NaN
N,2012,12,8,NaN,NaN,NaN,NaN
N,2012,12,9,NaN,NaN,NaN,NaN
N,2012,12,10,NaN,NaN,NaN,NaN
N,2012,12,11,NaN,NaN,NaN,NaN
N,2012,12,12,NaN,NaN,NaN,NaN
N,2012,12,13,NaN,NaN,NaN,NaN
N,2012,12,14,NaN,NaN,NaN,NaN
N,2012,12,15,NaN,NaN,NaN,NaN
N,2012,12,16,NaN,NaN,NaN,NaN
N,2012,12,17,NaN,NaN,NaN,NaN
N,2012,12,18,NaN,NaN,NaN,NaN
N,2012,12,19,NaN,NaN,NaN,NaN
N,2012,12,20,81.09,70.61,67.19,53.68
N,2012,12,21,81.28,73.24,71.77,55.71
N,2012,12,22,80.06,76.24,75.44,52.36
N,2012,12,23,81.70,71.58,68.67,47.47
N,2012,12,24,80.06,74.91,73.41,53.91
N,2012,12,25,77.20,72.04,72.17,54.87
N,2012,12,26,76.83,71.38,68.74,58.96
N,2012,12,27,79.10,77.33,74.54,67.05
N,2012,12,28,77.59,73.04,70.44,54.53
N,2012,12,29,78.73,67.84,63.71,52.32
N,2012,12,30,78.32,71.81,68.34,58.48
N,2012,12,31,76.75,70.40,66.50,58.57
N,2013,1,1,78.12,69.25,65.12,50.65
N,2013,1,2,78.06,68.19,63.95,55.42
N,2013,1,3,76.49,69.88,65.98,54.92
N,2013,1,4,76.34,74.69,70.84,51.35
N,2013,1,5,76.71,69.62,67.28,49.81
N,2013,1,6,76.07,71.02,69.32,62.86
N,2013,1,7,78.23,74.75,74.87,65.39
N,2013,1,8,77.92,73.57,72.36,60.94
N,2013,1,9,76.65,75.11,70.72,52.61
N,2013,1,10,78.51,75.98,74.36,64.30
N,2013,1,11,79.12,76.03,74.43,66.96
N,2013,1,12,79.62,73.66,72.73,63.20
N,2013,1,13,78.74,74.16,73.94,53.47
N,2013,1,14,81.01,79.70,75.15,56.06
N,2013,1,15,79.61,72.30,71.10,54.77
N,2013,1,16,78.25,73.74,72.73,55.08
N,2013,1,17,80.36,79.55,76.03,58.93
N,2013,1,18,79.01,75.10,73.00,54.15
N,2013,1,19,78.80,70.20,68.03,53.96
N,2013,1,20,79.67,72.01,67.61,52.12
N,2013,1,21,80.60,73.29,70.83,53.86
N,2013,1,22,81.36,71.45,69.39,52.14
N,2013,1,23,83.00,75.67,73.44,52.37
N,2013,1,24,83.09,72.86,68.91,58.84
N,2013,1,25,83.26,70.74,68.65,56.18
N,2013,1,26,83.98,73.87,71.15,55.46
N,2013,1,27,85.01,70.67,69.84,64.11
N,2013,1,28,83.29,76.97,76.38,67.33
N,2013,1,29,83.25,71.88,69.15,62.76
N,2013,1,30,85.85,73.77,70.65,54.77
N,2013,1,31,84.25,75.52,73.00,55.50
N,2013,2,1,83.94,74.64,71.90,57.28
N,2013,2,2,82.89,70.36,69.53,55.10
N,2013,2,3,84.44,70.24,68.89,56.36
N,2013,2,4,86.35,74.21,72.68,62.59
N,2013,2,5,84.60,72.39,69.80,56.47
N,2013,2,6,85.71,75.67,74.16,60.08
N,2013,2,7,85.56,74.25,71.77,60.08
N,2013,2,8,85.59,75.99,72.69,64.62
N,2013,2,9,85.47,73.83,72.54,65.57
N,2013,2,10,85.76,70.80,68.86,58.88
N,2013,2,11,83.18,74.67,71.52,54.98
N,2013,2,12,82.36,72.29,70.55,56.12
N,2013,2,13,80.75,72.18,70.95,60.94
N,2013,2,14,80.96,76.01,75.15,59.50
N,2013,2,15,80.49,73.10,72.10,54.67
N,2013,2,16,80.42,71.21,67.67,50.31
N,2013,2,17,79.38,70.59,68.81,61.09
N,2013,2,18,80.22,71.36,70.05,59.74
N,2013,2,19,80.38,71.59,69.37,61.93
N,2013,2,20,83.49,76.49,75.16,67.99
N,2013,2,21,82.11,76.79,73.85,64.07
N,2013,2,22,81.39,72.51,71.59,54.78
N,2013,2,23,84.04,73.19,71.62,57.16
N,2013,2,24,81.67,72.57,69.51,57.33
N,2013,2,25,84.12,75.37,72.34,55.17
N,2013,2,26,87.25,73.65,72.18,58.76
N,2013,2,27,86.14,76.22,74.43,55.32
N,2013,2,28,85.67,77.24,74.34,58.53
N,2013,3,1,85.38,75.94,73.84,52.23
N,2013,3,2,84.55,74.26,70.69,50.86
N,2013,3,3,85.12,73.59,70.01,58.05
N,2013,3,4,84.97,78.38,75.96,61.79
N,2013,3,5,85.13,72.02,69.23,56.49
N,2013,3,6,84.71,75.22,70.98,51.26
N,2013,3,7,84.05,72.93,69.21,51.87
N,2013,3,8,83.42,71.96,70.75,62.42
N,2013,3,9,82.83,74.11,72.93,66.82
N,2013,3,10,83.94,74.26,71.51,56.55
N,2013,3,11,81.84,71.89,68.08,58.41
N,2013,3,12,81.95,69.01,65.39,56.13
N,2013,3,13,81.09,71.19,70.84,57.09
N,2013,3,14,81.27,74.24,71.17,56.64
N,2013,3,15,83.38,74.80,72.97,56.55
N,2013,3,16,80.06,70.00,67.26,55.59
N,2013,3,17,79.85,73.87,71.77,55.96
N,2013,3,18,80.84,72.41,69.34,56.21
N,2013,3,19,81.31,73.21,71.27,53.21
N,2013,3,20,80.42,71.52,69.05,55.64
N,2013,3,21,82.70,75.18,71.47,64.59
N,2013,3,22,81.10,74.53,73.45,61.76
N,2013,3,23,81.52,73.97,70.91,56.97
N,2013,3,24,84.38,68.85,66.76,50.24
N,2013,3,25,84.61,75.21,71.56,55.70
N,2013,3,26,84.97,75.71,72.21,58.97
N,2013,3,27,83.74,76.15,73.89,59.26
N,2013,3,28,80.96,72.02,70.11,56.98
N,2013,3,29,81.06,76.23,72.69,51.77
N,2013,3,30,79.63,75.00,71.74,51.42
N,2013,3,31,78.77,66.78,64.06,52.15
N,2013,4,1,79.66,76.58,72.95,54.52
N,2013,4,2,77.37,72.08,70.59,60.86
N,2013,4,3,77.88,74.74,72.84,59.67
N,2013,4,4,78.94,73.03,72.42,58.85
N,2013,4,5,78.77,71.86,69.76,62.47
N,2013,4,6,79.34,75.71,73.57,63.85
N,2013,4,7,78.38,71.97,70.42,63.31
N,2013,4,8,81.24,77.87,76.37,68.16
N,2013,4,9,82.35,77.38,73.68,65.61
N,2013,4,10,79.29,73.07,71.63,55.34
N,2013,4,11,80.69,75.46,72.98,59.78
N,2013,4,12,79.79,77.16,73.21,57.88
N,2013,4,13,79.66,73.65,71.69,53.21
N,2013,4,14,79.68,73.59,73.69,58.04
N,2013,4,15,80.21,74.35,71.71,59.62
N,2013,4,16,82.55,77.65,74.54,65.82
N,2013,4,17,80.45,72.71,71.37,63.80
N,2013,4,18,80.54,75.14,73.14,53.71
N,2013,4,19,79.70,72.75,72.63,56.37
N,2013,4,20,79.02,74.51,71.53,56.62
N,2013,4,21,78.33,70.71,69.45,50.76
N,2013,4,22,76.31,70.77,70.45,48.70
N,2013,4,23,77.45,72.94,70.79,50.16
N,2013,4,24,77.29,72.88,71.20,49.08
N,2013,4,25,76.82,74.08,72.97,50.86
N,2013,4,26,76.90,73.41,73.58,54.18
N,2013,4,27,77.70,74.66,72.39,60.19
N,2013,4,28,80.08,69.26,65.96,60.75
N,2013,4,29,80.44,71.52,67.97,58.39
N,2013,4,30,79.89,74.26,73.15,53.30
N,2013,5,1,77.00,76.81,73.25,52.34
N,2013,5,2,77.61,67.50,65.24,46.93
N,2013,5,3,78.68,74.10,70.92,48.71
N,2013,5,4,78.10,69.13,67.92,58.02
N,2013,5,5,76.19,71.77,70.73,55.55
N,2013,5,6,76.71,74.67,71.73,55.72
N,2013,5,7,75.86,73.27,69.95,56.30
N,2013,5,8,75.80,75.21,71.38,50.66
N,2013,5,9,75.92,70.58,70.01,50.31
N,2013,5,10,74.96,70.64,70.55,60.14
N,2013,5,11,75.60,69.68,67.66,59.33
N,2013,5,12,74.44,71.15,68.85,54.47
N,2013,5,13,75.49,72.45,71.19,53.96
N,2013,5,14,77.37,74.55,73.67,58.63
N,2013,5,15,76.63,76.04,74.05,63.29
N,2013,5,16,76.42,75.34,73.48,60.78
N,2013,5,17,75.08,73.17,70.28,61.63
N,2013,5,18,75.77,71.54,70.07,61.84
N,2013,5,19,76.87,75.50,72.66,62.97
N,2013,5,20,72.78,71.92,69.39,59.10
N,2013,5,21,72.55,71.36,69.59,54.69
N,2013,5,22,76.22,74.73,71.62,51.65
N,2013,5,23,76.91,76.79,75.34,62.17
N,2013,5,24,78.53,77.73,73.78,64.38
N,2013,5,25,76.10,72.01,69.81,60.81
N,2013,5,26,74.48,68.22,67.36,58.73
N,2013,5,27,78.01,76.15,72.46,60.60
N,2013,5,28,76.44,72.55,70.88,62.24
N,2013,5,29,78.79,77.29,75.25,65.49
N,2013,5,30,75.98,73.53,71.94,62.66
N,2013,5,31,76.38,72.38,70.86,62.96
N,2013,6,1,77.84,75.21,71.90,51.84
N,2013,6,2,74.09,76.45,73.53,50.07
N,2013,6,3,71.49,72.97,70.09,51.90
N,2013,6,4,73.99,73.43,70.94,50.68
N,2013,6,5,72.19,71.10,67.83,53.81
N,2013,6,6,73.86,73.39,70.83,54.78
N,2013,6,7,71.04,71.10,71.59,58.80
N,2013,6,8,70.92,71.87,71.12,57.28
N,2013,6,9,71.54,71.73,72.60,51.52
N,2013,6,10,70.69,69.60,68.25,50.48
N,2013,6,11,70.99,71.72,69.19,50.08
N,2013,6,12,70.22,69.19,67.33,50.67
N,2013,6,13,73.16,74.36,71.88,54.57
N,2013,6,14,74.24,74.54,71.32,52.94
N,2013,6,15,72.55,73.97,69.65,53.34
N,2013,6,16,74.15,73.90,71.04,52.21
N,2013,6,17,73.13,72.33,70.00,54.73
N,2013,6,18,71.28,73.34,70.92,52.06
N,2013,6,19,75.98,75.28,73.30,62.97
N,2013,6,20,73.90,74.99,72.85,63.92
N,2013,6,21,74.07,71.92,70.98,60.40
N,2013,6,22,75.28,74.25,71.44,60.08
N,2013,6,23,73.38,73.58,71.89,56.60
N,2013,6,24,73.95,73.57,72.67,57.04
N,2013,6,25,75.33,73.84,70.33,60.78
N,2013,6,26,74.64,73.62,71.53,55.77
N,2013,6,27,72.39,73.73,73.07,57.78
N,2013,6,28,71.44,74.18,73.14,54.22
N,2013,6,29,69.55,69.16,67.79,53.17
N,2013,6,30,75.17,74.21,71.28,57.49
N,2013,7,1,68.68,70.74,68.62,50.87
N,2013,7,2,70.60,73.23,71.27,53.30
N,2013,7,3,69.39,70.58,68.53,48.77
N,2013,7,4,72.05,74.38,71.38,51.41
N,2013,7,5,69.94,70.88,67.66,51.33
N,2013,7,6,70.18,74.17,70.74,49.24
N,2013,7,7,67.76,70.25,68.62,49.25
N,2013,7,8,66.68,66.36,66.34,54.53
N,2013,7,9,74.11,74.71,72.19,59.21
N,2013,7,10,74.11,74.06,72.34,59.80
N,2013,7,11,73.94,74.79,72.51,55.95
N,2013,7,12,72.51,73.58,72.00,49.29
N,2013,7,13,70.23,70.56,67.98,51.92
N,2013,7,14,68.99,68.92,65.84,52.42
N,2013,7,15,68.03,70.93,68.62,55.15
N,2013,7,16,70.75,70.97,69.89,59.98
N,2013,7,17,75.45,78.65,73.66,62.70
N,2013,7,18,74.71,74.39,72.49,61.50
N,2013,7,19,72.79,73.88,73.67,62.20
N,2013,7,20,71.11,70.09,66.97,61.38
N,2013,7,21,72.04,73.24,70.91,56.42
N,2013,7,22,67.47,69.46,66.88,51.20
N,2013,7,23,69.70,71.45,67.67,49.47
N,2013,7,24,68.54,68.64,66.36,49.94
N,2013,7,25,71.83,74.75,69.89,57.29
N,2013,7,26,72.12,75.64,70.88,59.50
N,2013,7,27,72.34,74.53,71.57,59.92
N,2013,7,28,68.67,70.48,66.34,59.90
N,2013,7,29,67.67,69.67,67.63,53.71
N,2013,7,30,69.28,71.02,68.39,49.89
N,2013,7,31,70.89,74.56,70.04,50.06
N,2013,8,1,67.65,71.55,66.20,50.86
N,2013,8,2,71.92,75.64,73.93,56.94
N,2013,8,3,70.90,72.44,69.77,58.25
N,2013,8,4,71.88,70.63,66.73,54.27
N,2013,8,5,70.32,70.13,65.54,55.42
N,2013,8,6,69.57,70.43,66.81,56.67
N,2013,8,7,72.33,73.33,68.53,55.87
N,2013,8,8,72.93,75.00,69.80,59.85
N,2013,8,9,70.86,72.56,68.00,61.17
N,2013,8,10,72.33,74.38,69.48,59.88
N,2013,8,11,69.02,70.34,69.04,54.25
N,2013,8,12,66.83,67.12,64.97,58.37
N,2013,8,13,68.01,70.66,68.53,59.05
N,2013,8,14,71.07,71.21,69.17,57.23
N,2013,8,15,71.52,71.81,68.76,50.93
N,2013,8,16,72.47,74.58,70.20,48.81
N,2013,8,17,67.56,69.82,65.13,49.12
N,2013,8,18,70.53,73.67,70.68,58.94
N,2013,8,19,72.43,73.77,70.41,60.04
N,2013,8,20,71.84,72.75,69.43,52.89
N,2013,8,21,71.45,71.51,70.62,53.98
N,2013,8,22,69.32,71.22,66.85,58.17
N,2013,8,23,73.25,76.71,72.79,58.22
N,2013,8,24,72.36,73.01,69.13,61.20
N,2013,8,25,72.22,74.95,71.70,59.35
N,2013,8,26,74.85,74.08,69.34,54.28
N,2013,8,27,73.77,72.25,68.43,58.66
N,2013,8,28,71.64,71.72,67.26,59.54
N,2013,8,29,71.77,72.76,66.98,58.84
N,2013,8,30,72.33,73.77,68.20,58.49
N,2013,8,31,71.55,73.53,67.77,53.31
N,2013,9,1,71.70,74.04,69.22,49.57
N,2013,9,2,70.69,72.53,67.44,49.82
N,2013,9,3,69.01,72.07,66.55,54.79
N,2013,9,4,72.54,72.24,66.59,57.54
N,2013,9,5,71.25,72.69,68.03,58.57
N,2013,9,6,74.79,72.56,69.84,60.53
N,2013,9,7,72.58,72.23,68.08,59.46
N,2013,9,8,70.79,73.43,69.75,58.87
N,2013,9,9,71.94,72.40,66.96,59.30
N,2013,9,10,74.49,77.64,73.12,60.17
N,2013,9,11,71.51,74.12,68.32,56.91
N,2013,9,12,NaN,NaN,NaN,NaN
N,2013,9,13,NaN,NaN,NaN,NaN
N,2013,9,14,NaN,NaN,NaN,NaN
N,2013,9,15,NaN,NaN,NaN,NaN
N,2013,9,16,NaN,NaN,NaN,NaN
N,2013,9,17,NaN,NaN,NaN,NaN
N,2013,9,18,NaN,NaN,NaN,NaN
N,2013,9,19,NaN,NaN,NaN,NaN
N,2013,9,20,NaN,NaN,NaN,NaN
N,2013,9,21,NaN,NaN,NaN,NaN
N,2013,9,22,NaN,NaN,NaN,NaN
N,2013,9,23,NaN,NaN,NaN,NaN
N,2013,9,24,NaN,NaN,NaN,NaN
N,2013,9,25,NaN,NaN,NaN,NaN
N,2013,9,26,NaN,NaN,NaN,NaN
N,2013,9,27,NaN,NaN,NaN,NaN
N,2013,9,28,NaN,NaN,NaN,NaN
N,2013,9,29,NaN,NaN,NaN,NaN
N,2013,9,30,NaN,NaN,NaN,NaN
N,2013,10,1,NaN,NaN,NaN,NaN
N,2013,10,2,NaN,NaN,NaN,NaN
N,2013,10,3,NaN,NaN,NaN,NaN
N,2013,10,4,NaN,NaN,NaN,NaN
N,2013,10,5,NaN,NaN,NaN,NaN
N,2013,10,6,NaN,NaN,NaN,NaN
N,2013,10,7,NaN,NaN,NaN,NaN
N,2013,10,8,NaN,NaN,NaN,NaN
N,2013,10,9,NaN,NaN,NaN,NaN
N,2013,10,10,NaN,NaN,NaN,NaN
N,2013,10,11,NaN,NaN,NaN,NaN
N,2013,10,12,NaN,NaN,NaN,NaN
N,2013,10,13,NaN,NaN,NaN,NaN
N,2013,10,14,NaN,NaN,NaN,NaN
N,2013,10,15,NaN,NaN,NaN,NaN
N,2013,10,16,NaN,NaN,NaN,NaN
N,2013,10,17,NaN,NaN,NaN,NaN
N,2013,10,18,NaN,NaN,NaN,NaN
N,2013,10,19,NaN,NaN,NaN,NaN
N,2013,10,20,NaN,NaN,NaN,NaN
N,2013,10,21,NaN,NaN,NaN,NaN
N,2013,10,22,NaN,NaN,NaN,NaN
N,2013,10,23,NaN,NaN,NaN,NaN
N,2013,10,24,NaN,NaN,NaN,NaN
N,2013,10,25,NaN,NaN,NaN,NaN
N,2013,10,26,NaN,NaN,NaN,NaN
N,2013,10,27,NaN,NaN,NaN,NaN
N,2013,10,28,NaN,NaN,NaN,NaN
N,2013,10,29,NaN,NaN,NaN,NaN
N,2013,10,30,NaN,NaN,NaN,NaN
N,2013,10,31,NaN,NaN,NaN,NaN
N,2013,11,1,NaN,NaN,NaN,NaN
N,2013,11,2,NaN,NaN,NaN,NaN
N,2013,11,3,NaN,NaN,NaN,NaN
N,2013,11,4,NaN,NaN,NaN,NaN
N,2013,11,5,NaN,NaN,NaN,NaN
N,2013,11,6,NaN,NaN,NaN,NaN
N,2013,11,7,NaN,NaN,NaN,NaN
N,2013,11,8,NaN,NaN,NaN,NaN
N,2013,11,9,NaN,NaN,NaN,NaN
N,2013,11,10,NaN,NaN,NaN,NaN
N,2013,11,11,NaN,NaN,NaN,NaN
N,2013,11,12,NaN,NaN,NaN,NaN
N,2013,11,13,NaN,NaN,NaN,NaN
N,2013,11,14,NaN,NaN,NaN,NaN
N,2013,11,15,NaN,NaN,NaN,NaN
N,2013,11,16,NaN,NaN,NaN,NaN
N,2013,11,17,NaN,NaN,NaN,NaN
N,2013,11,18,NaN,NaN,NaN,NaN
N,2013,11,19,NaN,NaN,NaN,NaN
N,2013,11,20,NaN,NaN,NaN,NaN
N,2013,11,21,NaN,NaN,NaN,NaN
N,2013,11,22,NaN,NaN,NaN,NaN
N,2013,11,23,NaN,NaN,NaN,NaN
N,2013,11,24,NaN,NaN,NaN,NaN
N,2013,11,25,NaN,NaN,NaN,NaN
N,2013,11,26,NaN,NaN,NaN,NaN
N,2013,11,27,NaN,NaN,NaN,NaN
N,2013,11,28,NaN,NaN,NaN,NaN
N,2013,11,29,NaN,NaN,NaN,NaN
N,2013,11,30,NaN,NaN,NaN,NaN
N,2013,12,1,NaN,NaN,NaN,NaN
N,2013,12,2,NaN,NaN,NaN,NaN
N,2013,12,3,NaN,NaN,NaN,NaN
N,2013,12,4,NaN,NaN,NaN,NaN
N,2013,12,5,NaN,NaN,NaN,NaN
N,2013,12,6,NaN,NaN,NaN,NaN
N,2013,12,7,NaN,NaN,NaN,NaN
N,2013,12,8,NaN,NaN,NaN,NaN
N,2013,12,9,NaN,NaN,NaN,NaN
N,2013,12,10,NaN,NaN,NaN,NaN
N,2013,12,11,NaN,NaN,NaN,NaN
N,2013,12,12,NaN,NaN,NaN,NaN
N,2013,12,13,NaN,NaN,NaN,NaN
N,2013,12,14,NaN,NaN,NaN,NaN
N,2013,12,15,NaN,NaN,NaN,NaN
N,2013,12,16,NaN,NaN,NaN,NaN
N,2013,12,17,NaN,NaN,NaN,NaN
N,2013,12,18,NaN,NaN,NaN,NaN
N,2013,12,19,NaN,NaN,NaN,NaN
N,2013,12,20,NaN,NaN,NaN,NaN
N,2013,12,21,NaN,NaN,NaN,NaN
N,2013,12,22,NaN,NaN,NaN,NaN
N,2013,12,23,NaN,NaN,NaN,NaN
N,2013,12,24,NaN,NaN,NaN,NaN
N,2013,12,25,NaN,NaN,NaN,NaN
N,2013,12,26,NaN,NaN,NaN,NaN
N,2013,12,27,NaN,NaN,NaN,NaN
N,2013,12,28,NaN,NaN,NaN,NaN
N,2013,12,29,NaN,NaN,NaN,NaN
N,2013,12,30,NaN,NaN,NaN,NaN
N,2013,12,31,NaN,NaN,NaN,NaN
N,2014,1,1,NaN,NaN,NaN,NaN
N,2014,1,2,NaN,NaN,NaN,NaN
N,2014,1,3,NaN,NaN,NaN,NaN
N,2014,1,4,NaN,NaN,NaN,NaN
N,2014,1,5,NaN,NaN,NaN,NaN
N,2014,1,6,NaN,NaN,NaN,NaN
N,2014,1,7,82.12,68.82,63.63,58.15
N,2014,1,8,80.78,74.27,72.43,60.40
N,2014,1,9,82.62,73.09,69.47,59.85
N,2014,1,10,81.57,71.93,69.25,55.99
N,2014,1,11,79.60,68.14,66.68,49.27
N,2014,1,12,80.17,70.42,69.15,59.05
N,2014,1,13,81.14,73.54,73.06,53.65
N,2014,1,14,81.29,67.64,64.54,48.69
N,2014,1,15,80.28,72.98,69.66,49.96
N,2014,1,16,79.77,71.60,69.38,51.67
N,2014,1,17,80.06,73.11,68.28,49.48
N,2014,1,18,77.62,70.96,66.17,49.66
N,2014,1,19,78.54,70.21,66.82,48.97
N,2014,1,20,78.37,73.74,70.77,50.48
N,2014,1,21,77.20,68.54,67.85,53.60
N,2014,1,22,78.71,71.75,69.38,54.85
N,2014,1,23,80.50,69.97,67.17,49.96
N,2014,1,24,77.15,69.53,65.87,51.43
N,2014,1,25,75.85,69.45,68.31,49.53
N,2014,1,26,77.30,67.39,66.40,48.36
N,2014,1,27,79.38,66.04,64.82,50.29
N,2014,1,28,77.86,67.37,65.66,55.04
N,2014,1,29,78.16,74.41,72.41,52.68
N,2014,1,30,78.69,71.37,69.50,56.57
N,2014,1,31,78.56,74.93,70.90,59.21
N,2014,2,1,80.23,78.45,77.88,62.79
N,2014,2,2,77.24,72.04,72.29,56.09
N,2014,2,3,76.56,70.85,68.77,57.44
N,2014,2,4,76.53,70.66,68.44,61.05
N,2014,2,5,78.29,73.76,69.96,60.66
N,2014,2,6,77.97,74.13,73.12,60.27
N,2014,2,7,76.53,72.19,68.54,59.55
N,2014,2,8,76.02,69.55,66.39,53.64
N,2014,2,9,79.15,72.02,68.59,57.16
N,2014,2,10,77.04,69.61,67.71,61.77
N,2014,2,11,77.22,73.18,71.32,56.63
N,2014,2,12,78.94,74.43,69.89,52.65
N,2014,2,13,78.58,70.80,68.04,54.94
N,2014,2,14,76.17,68.30,66.18,57.46
N,2014,2,15,74.59,66.75,66.47,55.25
N,2014,2,16,77.92,69.69,67.13,58.35
N,2014,2,17,NaN,NaN,NaN,NaN
N,2014,2,18,NaN,NaN,NaN,NaN
N,2014,2,19,NaN,NaN,NaN,NaN
N,2014,2,20,NaN,NaN,NaN,NaN
N,2014,2,21,NaN,NaN,NaN,NaN
N,2014,2,22,NaN,NaN,NaN,NaN
N,2014,2,23,NaN,NaN,NaN,NaN
N,2014,2,24,NaN,NaN,NaN,NaN
N,2014,2,25,NaN,NaN,NaN,NaN
N,2014,2,26,NaN,NaN,NaN,NaN
N,2014,2,27,NaN,NaN,NaN,NaN
N,2014,2,28,NaN,NaN,NaN,NaN
N,2014,3,1,NaN,NaN,NaN,NaN
N,2014,3,2,NaN,NaN,NaN,NaN
N,2014,3,3,NaN,NaN,NaN,NaN
N,2014,3,4,NaN,NaN,NaN,NaN
N,2014,3,5,NaN,NaN,NaN,NaN
N,2014,3,6,NaN,NaN,NaN,NaN
N,2014,3,7,NaN,NaN,NaN,NaN
N,2014,3,8,NaN,NaN,NaN,NaN
N,2014,3,9,NaN,NaN,NaN,NaN
N,2014,3,10,NaN,NaN,NaN,NaN
