"","BASIN","PROG_CODE","SITE_NAME","SITE_LOCT","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N","AMMONIA","CHLORIDE","DISOXY","NITRATE","NITRITE","PHFIELD","SPEC_COND","TDS","PHOSPHU","TSS","KJELDAHL","ATRAZIN","CHLOROPH","FECCOLI"
"117","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/28/07",911,38.970648,-98.815197,10260009,1490.01325231481,2007,0.455,0.1,722.26,12.06,0.1,0.05,7.8,3705,2336.106,0.025,18,0.38,0.3,NA,NA
"118","SMOKY-SALINE RIVER BASIN","SC","SC011","","2/27/08",953,38.970648,-98.815197,10260009,1581.04241898148,2008,0.587,0.1,471.98,13.5,0.1,0.05,7.9,2658,1764.324,0.03,24,0.512,0.3,NA,NA
"119","SMOKY-SALINE RIVER BASIN","SC","SC011","","4/30/08",1139,38.970648,-98.815197,10260009,1644.11603009259,2008,0.923,0.1,469.16,9.1,0.1,0.05,7.8,2745,1768.875,0.107,111,0.848,NA,NA,NA
"120","SMOKY-SALINE RIVER BASIN","SC","SC011","","6/25/08",926,38.970648,-98.815197,10260009,1700.02366898148,2008,1.413,0.1,380.71,7.19,0.1,0.05,7.8,2217,1553.314,0.225,262,1.338,0.76,NA,NA
"121","SMOKY-SALINE RIVER BASIN","SC","SC011","","8/27/08",955,38.970648,-98.815197,10260009,1763.04380787037,2008,1.543,0.1,165.79,7.88,0.19,0.05,7.1,1393,950.666,0.282,256,1.328,NA,NA,NA
"122","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/29/08",1050,38.970648,-98.815197,10260009,1826.08200231481,2008,1.385,0.1,150.68,10.84,0.25,0.05,8.1,1482,1008.378,0.232,199,1.11,0.57,NA,NA
"123","SMOKY-SALINE RIVER BASIN","SC","SC011","","12/15/08",1205,38.970648,-98.815197,10260009,1873.13408564815,2008,0.925,0.1,360.26,13.87,0.3,0.05,7.8,2495,1670.962,0.034,28,0.6,NA,NA,NA
"124","SMOKY-SALINE RIVER BASIN","SC","SC011","","3/23/09",1159,38.970648,-98.815197,10260009,1971.12991898148,2009,0.91,0.1,389.751,10.13,0.319,0.05,8,2558,1623.419,0.066,40,0.566,0.3,NA,NA
"125","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/18/09",1147,38.970648,-98.815197,10260009,2027.12158564815,2009,1.034,0.1,363.555,10.01,0.37,0.05,7.9,2374,1534.544,0.055,54,0.639,NA,NA,NA
"126","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/28/09",923,38.970648,-98.815197,10260009,2098.02158564815,2009,1.365,0.1,400.872,7.7,0.1,0.05,7.9,2476,1584.026,0.189,187,1.29,0.43,NA,NA
"127","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/30/09",1151,38.970648,-98.815197,10260009,2223.12436342593,2009,1.052,0.1,376.959,10.71,0.414,0.05,8,2430,1616.15,0.064,63,0.613,0.3,NA,NA
"128","SMOKY-SALINE RIVER BASIN","SC","SC011","","2/17/10",1110,38.970648,-98.815197,10260009,2302.0958912037,2010,1.422,0.1,367.671,13.24,0.603,0.05,7.6,2454,1641.561,0.122,131,0.794,NA,NA,NA
"129","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/19/10",1019,38.970648,-98.815197,10260009,2393.06047453704,2010,1.261,0.1,246.826,8.22,0.1,0.05,7.9,1855,1257.499,0.188,187,1.186,0.3,NA,NA
"130","SMOKY-SALINE RIVER BASIN","SC","SC011","","8/18/10",941,38.970648,-98.815197,10260009,2484.03408564815,2010,0.949,0.1,890.371,8.08,0.365,0.05,7.6,4260,2644.628,0.058,36,0.559,NA,NA,NA
"131","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/17/10",946,38.970648,-98.815197,10260009,2575.03755787037,2010,0.602,0.1,612.977,10.4,0.186,0.05,7.9,3331,2079.234,0.036,35,0.391,0.3,NA,NA
"132","SMOKY-SALINE RIVER BASIN","SC","SC011","","3/23/11",932,38.970648,-98.815197,10260009,2701.02783564815,2011,1.0182,0.1,434.4119,9.74,0.2802,0.05,8.1,2633,1676.3046,0.102,121,0.713,NA,NA,NA
"133","SMOKY-SALINE RIVER BASIN","SC","SC011","","6/22/11",956,38.970648,-98.815197,10260009,2792.04450231481,2011,0.602,0.1,994.2514,9.15,0.1,0.05,8,4729,2867.4194,0.05,13,0.527,0.34,NA,NA
"134","SMOKY-SALINE RIVER BASIN","SC","SC011","","9/21/11",1035,38.970648,-98.815197,10260009,2883.07158564815,2011,0.558,0.1,2080.4225,11.34,0.1,0.05,8,7281,4972.21,0.05,11,0.483,NA,NA,NA
"135","SMOKY-SALINE RIVER BASIN","SC","SC011","","12/7/11",927,38.970648,-98.815197,10260009,2960.02436342593,2011,0.347,0.1,1065.1676,13.21,0.1,0.05,7.9,4845,3168.6331,0.02,11,0.272,0.3,NA,NA
"136","SMOKY-SALINE RIVER BASIN","SC","SC011","","1/25/12",952,38.970648,-98.815197,10260009,3009.04172453704,2012,0.9171,0.1,736.2044,14.22,0.3721,0.05,8,3379,2294.6734,0.038,14,0.52,0.3,NA,NA
"137","SMOKY-SALINE RIVER BASIN","SC","SC011","","1/25/12",957,38.970648,-98.815197,10260009,3009.04519675926,2012,1.0037,0.1,734.902,15.29,0.3967,0.05,8,3369,2310.4047,0.036,20,0.582,0.3,NA,NA
"138","SMOKY-SALINE RIVER BASIN","SC","SC011","","4/9/12",1255,38.970648,-98.815197,10260009,3084.16880787037,2012,0.709,0.1,428.6813,9.81,0.1,0.05,8,2477,1549.5239,0.095,65,0.634,NA,NA,NA
"139","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/23/12",1248,38.970648,-98.815197,10260009,3189.16394675926,2012,0.936,0.1,2336.7831,11.68,0.1,0.05,7.9,8418,5480.6112,0.058,13,0.861,0.3,NA,NA
"140","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/23/12",1253,38.970648,-98.815197,10260009,3189.16741898148,2012,0.915,0.1,2378.1048,11.63,0.1,0.05,7.9,8421,5518.6453,0.055,15,0.84,0.3,NA,NA
"141","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/22/12",1234,38.970648,-98.815197,10260009,3280.15422453704,2012,1.0805,0.1,2317.2188,6.13,0.5165,0.05,7.6,8649,5336.585,0.056,25,0.539,NA,NA,NA
"142","SMOKY-SALINE RIVER BASIN","SC","SC011","","2/18/13",1402,38.970648,-98.815197,10260009,3399.21533564815,2013,0.482,0.1,2600.4984,13.23,0.1,0.05,8.1,9446,6069.5373,0.02,29,0.407,0.3,NA,NA
"143","SMOKY-SALINE RIVER BASIN","SC","SC011","","2/18/13",1407,38.970648,-98.815197,10260009,3399.21880787037,2013,0.418,0.1,2577.2146,13.35,0.1,0.05,8.1,9455,6000.514,0.02,32,0.343,0.3,NA,NA
"144","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/20/13",1220,38.970648,-98.815197,10260009,3490.14450231481,2013,1.245,0.1,1059.9426,8.01,0.1,0.05,7.9,4691,2978.3984,0.088,98,1.17,0.3,NA,NA
"145","SMOKY-SALINE RIVER BASIN","SC","SC011","","8/19/13",1249,38.970648,-98.815197,10260009,3581.1646412037,2013,0.764,0.1,2567.0752,11.4,0.1,0.05,8,9074,5681.3772,0.026,23,0.689,NA,NA,NA
"146","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/18/13",1236,38.970648,-98.815197,10260009,3672.15561342593,2013,0.481,0.1,2436.76,8.98,0.1,0.05,7.8,9261,5653.6528,0.026,16,0.406,0.3,NA,NA
"147","SMOKY-SALINE RIVER BASIN","SC","SC011","","3/19/14",1027,38.970648,-98.815197,10260009,3793.06603009259,2014,0.545,0.1,2500,9.1,0.1,0.05,8,9500,5800,0.021,10,0.47,0.3,NA,NA
"148","SMOKY-SALINE RIVER BASIN","SC","SC011","","6/25/14",936,38.970648,-98.815197,10260009,3891.03061342593,2014,1.575,0.1,590,5.2,0.25,0.05,7.4,2800,1700,0.11,76,1.3,1.1,NA,NA
"149","SMOKY-SALINE RIVER BASIN","SC","SC011","","9/24/14",1044,38.970648,-98.815197,10260009,3982.07783564815,2014,1.115,0.1,2500,6.6,0.62,0.05,7.5,8400,5300,0.045,58,0.47,0.3,NA,NA
"150","SMOKY-SALINE RIVER BASIN","SC","SC011","","12/17/14",1023,38.970648,-98.815197,10260009,4066.06325231481,2014,0.615,0.1,2800,11,0.25,0.05,7.7,9700,6200,0.02,10,0.34,NA,NA,NA
"151","SMOKY-SALINE RIVER BASIN","SC","SC011","","1/28/15",1004,38.970648,-98.815197,10260009,4108.05005787037,2015,0.455,0.1,2200,10,0.1,0.05,7.7,8200,5100,0.02,10,0.38,NA,NA,NA
"152","SMOKY-SALINE RIVER BASIN","SC","SC011","","4/8/15",939,38.970648,-98.815197,10260009,4178.03269675926,2015,0.895,0.1,2800,6.6,0.1,0.05,7.7,10000,6400,0.06,64,0.82,0.3,NA,NA
"153","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/8/15",1011,38.970648,-98.815197,10260009,4269.05491898148,2015,1.045,0.1,2700,6,0.1,0.05,7.7,10000,6000,0.083,60,0.97,0.3,NA,NA
"154","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/8/15",1016,38.970648,-98.815197,10260009,4269.0583912037,2015,0.925,0.1,2700,6,0.1,0.05,7.7,10000,6000,0.057,28,0.85,0.3,NA,NA
"155","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/7/15",953,38.970648,-98.815197,10260009,4360.04241898148,2015,1.005,0.1,3400,7.1,0.1,0.05,7.6,12000,7400,0.084,110,0.93,0.3,NA,NA
"156","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/7/15",958,38.970648,-98.815197,10260009,4360.0458912037,2015,1.035,0.1,3400,7,0.1,0.05,7.5,12000,7500,0.064,78,0.96,0.3,NA,NA
"157","SMOKY-SALINE RIVER BASIN","SC","SC011","","2/17/16",1013,38.970648,-98.815197,10260009,4493.05630787037,2016,0.565,0.1,3000,11.2,0.1,0.05,7.8,11000,6900,0.021,28,0.49,NA,NA,NA
"158","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/23/16",1334,38.970648,-98.815197,10260009,4589.1958912037,2016,1.175,0.1,350,9.2,0.1,0.05,7.8,2400,1400,0.055,42,1.1,NA,NA,NA
"159","SMOKY-SALINE RIVER BASIN","SC","SC011","","8/29/16",1238,38.970648,-98.815197,10260009,4687.15700231482,2016,1.475,0.1,1000,8.4,0.1,0.05,7.8,4800,2900,0.12,96,1.4,0.3,NA,NA
"160","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/7/16",1240,38.970648,-98.815197,10260009,4757.1583912037,2016,2.015,0.1,540,9.3,1.2,0.05,7.8,3100,2000,0.043,45,0.79,0.3,NA,NA
"161","SMOKY-SALINE RIVER BASIN","SC","SC011","","3/6/17",1234,38.970648,-98.815197,10260009,4876.15422453704,2017,1.555,0.1,500,9.9,0.79,0.05,7.7,3000,1900,0.036,27,0.74,0.3,NA,NA
"162","SMOKY-SALINE RIVER BASIN","SC","SC011","","6/19/17",1206,38.970648,-98.815197,10260009,4981.13478009259,2017,1.475,0.1,350,7.8,0.1,0.05,7.7,2300,1500,0.18,210,1.4,0.37,NA,NA
"163","SMOKY-SALINE RIVER BASIN","SC","SC011","","9/18/17",1237,38.970648,-98.815197,10260009,5072.15630787037,2017,1.385,0.1,760,9.1,0.41,0.05,7.9,3900,2400,0.093,110,0.95,NA,NA,NA
"164","SMOKY-SALINE RIVER BASIN","SC","SC011","","12/11/17",1259,38.970648,-98.815197,10260009,5156.17158564815,2017,0.885,0.1,400,13,0.5,0.05,8.1,2600,1600,0.02,10,0.36,0.3,NA,NA
"165","SMOKY-SALINE RIVER BASIN","SC","SC011","","1/31/18",927,38.970648,-98.815197,10260009,5207.02436342593,2018,1.045,0.1,320,12,0.5,0.05,7.7,2200,1400,0.037,25,0.52,0.3,NA,NA
"166","SMOKY-SALINE RIVER BASIN","SC","SC011","","4/25/18",925,38.970648,-98.815197,10260009,5291.02297453704,2018,0.625,0.1,430,9.2,0.1,0.05,7.9,2600,1600,0.047,41,0.55,0.3,NA,NA
"167","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/11/18",924,38.970648,-98.815197,10260009,5368.02228009259,2018,2.735,0.1,74,6.5,0.61,0.05,7.9,830,620,0.5,540,2.1,0.97,NA,NA
"168","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/10/18",841,38.970648,-98.815197,10260009,5458.99241898148,2018,2.655,0.1,30,8.3,0.63,0.05,7.6,480,400,0.43,460,2,NA,NA,NA
"169","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/10/18",846,38.970648,-98.815197,10260009,5458.9958912037,2018,2.765,0.1,29,8.3,0.64,0.05,7.6,480,390,0.43,480,2.1,NA,NA,NA
"170","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/8/19",958,38.970648,-98.815197,10260009,5669.0458912037,2019,1.725,0.1,120,7.8,0.6,0.05,7.7,1300,1000,0.45,780,1.1,1.2,NA,NA
"171","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/8/19",1003,38.970648,-98.815197,10260009,5669.04936342593,2019,1.925,0.1,120,7.8,0.6,0.05,7.7,1300,1000,0.38,780,1.3,1.2,NA,NA
"172","SMOKY-SALINE RIVER BASIN","SC","SC011","","8/7/19",1029,38.970648,-98.815197,10260009,5760.06741898148,2019,0.815,0.1,440,7.2,0.3,0.05,7.9,2600,1700,0.065,130,0.49,0.3,NA,NA
"173","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/20/19",959,38.970648,-98.815197,10260009,5865.04658564815,2019,1.545,0.1,250,11,1,0.05,7.9,1900,1400,0.035,11,0.52,0.3,NA,NA
"174","SMOKY-SALINE RIVER BASIN","SC","SC011","","9/21/20",939,38.970648,-98.815197,10260009,6171.03269675926,2020,0.895,0.1,470,NA,0.42,0.05,8,2500,1800,0.034,71,0.45,0.3,NA,NA
"175","SMOKY-SALINE RIVER BASIN","SC","SC011","","12/16/20",1159,38.970648,-98.815197,10260009,6257.12991898148,2020,1.135,0.1,350,NA,0.75,0.05,8,2200,1400,0.02,27,0.36,0.3,NA,NA
"176","SMOKY-SALINE RIVER BASIN","SC","SC011","","1/11/21",1047,38.970648,-98.815197,10260009,6283.07991898148,2021,1.385,0.1,300,NA,0.89,0.05,7.8,2000,1371,0.02,16,0.47,NA,NA,NA
"177","SMOKY-SALINE RIVER BASIN","SC","SC011","","4/19/21",1145,38.970648,-98.815197,10260009,6381.12019675926,2021,0.975,0.1,250,NA,0.31,0.05,8,1900,1300,0.2,92,0.64,0.3,NA,NA
"178","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/19/21",1100,38.970648,-98.815197,10260009,6472.08894675926,2021,0.985,0.1,390,NA,0.1,0.05,8.1,2400,1200,0.072,110,0.91,0.3,NA,NA
"179","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/25/21",1154,38.970648,-98.815197,10260009,6570.12644675926,2021,0.815,0.1,500,NA,0.38,0.05,7.8,2900,1900,0.029,16,0.41,0.3,NA,NA
"180","SMOKY-SALINE RIVER BASIN","SC","SC011","","2/23/22",848,38.970648,-98.815197,10260009,6690.99728009259,2022,0.915,0.1,400,NA,0.38,0.05,7.8,2400,1800,0.037,10,0.51,0.3,NA,NA
"181","SMOKY-SALINE RIVER BASIN","SC","SC011","","5/18/22",839,38.970648,-98.815197,10260009,6774.99103009259,2022,0.515,0.1,350,NA,0.1,0.05,8,2100,1500,0.4,370,0.44,0.32,NA,NA
"182","SMOKY-SALINE RIVER BASIN","SC","SC011","","8/10/22",922,38.970648,-98.815197,10260009,6859.0208912037,2022,0.495,0.1,1400,NA,0.1,0.05,8,5200,3800,0.033,46,0.42,0.3,NA,NA
"183","SMOKY-SALINE RIVER BASIN","SC","SC011","","11/16/22",931,38.970648,-98.815197,10260009,6957.0271412037,2022,0.435,0.1,1400,NA,0.1,0.05,8,5600,3700,0.029,36,0.36,NA,NA,NA
"184","SMOKY-SALINE RIVER BASIN","SC","SC011","","3/15/23",838,38.970648,-98.815197,10260009,7075.99033564815,2023,0.425,0.5,620,NA,0.1,0.05,7.9,3000,2000,0.034,28,0.35,NA,NA,NA
"185","SMOKY-SALINE RIVER BASIN","SC","SC011","","6/14/23",759,38.970648,-98.815197,10260009,7166.96325231481,2023,0.485,0.1,570,NA,0.1,0.05,8.1,2700,1800,0.093,130,0.41,0.88,NA,NA
"186","SMOKY-SALINE RIVER BASIN","SC","SC011","","6/14/23",804,38.970648,-98.815197,10260009,7166.96672453704,2023,0.385,0.1,580,NA,0.1,0.05,8.1,2700,1900,0.1,86,0.31,0.9,NA,NA
"187","SMOKY-SALINE RIVER BASIN","SC","SC011","","9/13/23",801,38.970648,-98.815197,10260009,7257.9646412037,2023,0.365,0.1,1900,NA,0.1,0.05,7.7,6800,4200,0.044,34,0.29,0.3,NA,NA
"188","SMOKY-SALINE RIVER BASIN","SC","SC011","","12/13/23",803,38.970648,-98.815197,10260009,7348.96603009259,2023,0.325,0.1,2000,NA,0.1,0.05,7.7,7200,5000,0.033,32,0.25,0.3,NA,NA
"189","SMOKY-SALINE RIVER BASIN","SC","SC011","","1/31/24",724,38.970648,-98.815197,10260009,7397.93894675926,2024,0.315,0.1,880,NA,0.1,0.05,7.8,3800,2400,0.03,26,0.24,0.3,NA,NA
"190","SMOKY-SALINE RIVER BASIN","SC","SC011","","4/24/24",753,38.970648,-98.815197,10260009,7481.95908564815,2024,0.425,0.1,900,NA,0.1,0.05,7.9,3900,2800,0.02,30,0.35,0.3,NA,NA
"191","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/24/24",842,38.970648,-98.815197,10260009,7572.99311342593,2024,0.725,0.1,2100,NA,0.1,0.05,7.6,8100,5100,0.11,120,0.65,0.3,NA,NA
"192","SMOKY-SALINE RIVER BASIN","SC","SC011","","7/24/24",847,38.970648,-98.815197,10260009,7572.99658564815,2024,0.555,0.1,2100,NA,0.1,0.05,7.6,8100,4000,0.073,40,0.48,0.3,NA,NA
"193","SMOKY-SALINE RIVER BASIN","SC","SC011","","10/23/24",750,38.970648,-98.815197,10260009,7663.95700231481,2024,0.885,0.1,2500,NA,0.1,0.05,8.2,9200,5700,0.073,92,0.81,0.3,NA,NA
"194","SOLOMON RIVER BASIN","SC","SC014","","12/2/03",1209,39.55428,-98.69211,10260012,33.1368634259259,2003,1.613,0.1,66.48,15.1,1.19,0.05,8.3,1066,725.425,0.077,10,0.398,0.3,NA,NA
"195","SOLOMON RIVER BASIN","SC","SC014","","2/24/04",1219,39.55428,-98.69211,10260012,117.14380787037,2004,3.378,0.259,46.98,13,1.45,0.05,7.8,761.6,542.677,0.343,21,1.903,NA,NA,NA
"196","SOLOMON RIVER BASIN","SC","SC014","","4/27/04",1214,39.55428,-98.69211,10260012,180.140335648148,2004,3.331,0.249,65.61,9.1,0.94,0.07,7.9,1059,751.902,0.311,108,2.321,0.3,NA,NA
"197","SOLOMON RIVER BASIN","SC","SC014","","6/29/04",1214,39.55428,-98.69211,10260012,243.140335648148,2004,1.635,0.1,47.44,9.6,0.21,0.07,8.2,890.7,636.317,0.515,188,1.355,NA,NA,NA
"198","SOLOMON RIVER BASIN","SC","SC014","","8/24/04",1214,39.55428,-98.69211,10260012,299.140335648148,2004,1.44,0.157,63.38,10.2,0.44,0.05,8.5,1064,715.176,0.228,30,0.975,0.3,NA,NA
"199","SOLOMON RIVER BASIN","SC","SC014","","10/26/04",1216,39.55428,-98.69211,10260012,362.141724537037,2004,1,0.1,59.01,10.7,0.16,0.05,7.9,1045,728.351,0.165,47,0.815,NA,NA,NA
"200","SOLOMON RIVER BASIN","SC","SC014","","12/21/04",1246,39.55428,-98.69211,10260012,418.16255787037,2004,1.592,0.1,61.7,16,1.03,0.05,8.1,1067,715.324,0.123,10,0.537,0.3,NA,NA
"201","SOLOMON RIVER BASIN","SC","SC014","","1/25/05",1135,39.55428,-98.69211,10260012,453.113252314815,2005,0.93,0.1,57.44,15,0.79,0.09,7.8,1024,683.581,0.071,10,0.1,NA,NA,NA
"202","SOLOMON RIVER BASIN","SC","SC014","","3/29/05",1205,39.55428,-98.69211,10260012,516.134085648148,2005,2.384,0.211,68.69,9.5,0.65,0.11,8.3,1055,670.514,0.224,77,1.624,0.3,NA,NA
"203","SOLOMON RIVER BASIN","SC","SC014","","5/24/05",1111,39.55428,-98.69211,10260012,572.096585648148,2005,2.132,0.133,68.9,7.3,0.44,0.13,7.8,1124,751.283,0.389,120,1.562,NA,NA,NA
"204","SOLOMON RIVER BASIN","SC","SC014","","7/26/05",1240,39.55428,-98.69211,10260012,635.158391203704,2005,6.238,0.1,7.45,5.4,1.29,0.05,7.5,236.3,329.687,1.682,1140,4.923,0.72,NA,NA
"205","SOLOMON RIVER BASIN","SC","SC014","","9/27/05",1151,39.55428,-98.69211,10260012,698.124363425926,2005,0.835,0.1,70.39,9.5,0.34,0.05,7.6,1112,774.906,0.239,55,0.47,NA,NA,NA
"206","SOLOMON RIVER BASIN","SC","SC014","","2/21/06",1038,39.55428,-98.69211,10260012,845.073668981481,2006,1.484,0.1,78.46,15.7,0.83,0.05,7.7,1258,793.746,0.025,10,0.629,NA,NA,NA
"207","SOLOMON RIVER BASIN","SC","SC014","","4/25/06",1041,39.55428,-98.69211,10260012,908.075752314815,2006,2.185,0.546,70.79,9,0.61,0.11,7.7,1132,737.431,0.348,31,1.465,0.3,NA,NA
"208","SOLOMON RIVER BASIN","SC","SC014","","6/27/06",1303,39.55428,-98.69211,10260012,971.174363425926,2006,2.008,0.1,68.31,11.7,0.1,0.05,8.1,989.4,696.363,0.524,114,1.933,NA,NA,NA
"209","SOLOMON RIVER BASIN","SC","SC014","","8/29/06",1042,39.55428,-98.69211,10260012,1034.07644675926,2006,3.318,0.1,25.37,6.8,0.59,0.05,7.7,623.5,431.783,0.897,324,2.703,0.3,NA,NA
"210","SOLOMON RIVER BASIN","SC","SC014","","10/24/06",1054,39.55428,-98.69211,10260012,1090.08478009259,2006,0.749,0.1,61.8,11.9,0.1,0.05,7.6,1069,701.296,0.143,10,0.674,NA,NA,NA
"211","SOLOMON RIVER BASIN","SC","SC014","","12/19/06",1002,39.55428,-98.69211,10260012,1146.04866898148,2006,0.695,0.1,69.56,13.2,0.16,0.05,7.8,1046,691.652,0.065,10,0.51,0.3,NA,NA
"212","SOLOMON RIVER BASIN","SC","SC014","","1/30/07",1114,39.55428,-98.69211,10260012,1188.09866898148,2007,1.66,0.1,84.27,14.2,1.09,0.05,8.1,1285,845.658,0.198,20,0.545,NA,NA,NA
"213","SOLOMON RIVER BASIN","SC","SC014","","3/27/07",1112,39.55428,-98.69211,10260012,1244.09728009259,2007,2.291,0.247,67.7,7.6,0.31,0.05,7.8,981.1,630.337,0.52,132,1.956,0.32,NA,NA
"214","SOLOMON RIVER BASIN","SC","SC014","","5/22/07",1100,39.55428,-98.69211,10260012,1300.08894675926,2007,2.182,0.1,88.71,7.3,0.52,0.05,8,1089,800.659,0.963,135,1.637,NA,NA,NA
"215","SOLOMON RIVER BASIN","SC","SC014","","7/31/07",1129,39.55428,-98.69211,10260012,1370.10908564815,2007,2.608,0.16,29.23,6.52,0.58,0.05,7.9,562.2,396.594,0.591,256,2.003,1.2,NA,NA
"216","SOLOMON RIVER BASIN","SC","SC014","","9/25/07",1229,39.55428,-98.69211,10260012,1426.15075231481,2007,1.133,0.1,67.54,9.3,0.29,0.05,7.8,1097,720.77,0.294,57,0.818,NA,NA,NA
"217","SOLOMON RIVER BASIN","SC","SC014","","11/27/07",1117,39.55428,-98.69211,10260012,1489.10075231481,2007,1.302,0.1,111.58,14.4,0.65,0.05,7.9,1436,927.856,0.147,18,0.627,0.3,NA,NA
"218","SOLOMON RIVER BASIN","SC","SC014","","2/26/08",1211,39.55428,-98.69211,10260012,1580.13825231481,2008,1.91,0.1,92.26,13.87,1.04,0.05,7.8,1224,839.923,0.193,27,0.845,0.31,NA,NA
"219","SOLOMON RIVER BASIN","SC","SC014","","4/29/08",1219,39.55428,-98.69211,10260012,1643.14380787037,2008,1.637,0.1,96.6,11.42,0.25,0.05,7.7,1345,853.544,0.355,65,1.362,NA,NA,NA
"220","SOLOMON RIVER BASIN","SC","SC014","","6/24/08",1112,39.55428,-98.69211,10260012,1699.09728009259,2008,4.106,0.1,130.61,7.87,2.73,0.05,7.8,1650,1231.641,0.412,53,1.351,0.75,NA,NA
"221","SOLOMON RIVER BASIN","SC","SC014","","8/26/08",1207,39.55428,-98.69211,10260012,1762.13547453704,2008,3.846,0.1,25.48,7.4,0.8,0.05,7,561.9,476.207,1.16,712,3.021,NA,NA,NA
"222","SOLOMON RIVER BASIN","SC","SC014","","10/28/08",1236,39.55428,-98.69211,10260012,1825.15561342593,2008,3.475,0.1,98.55,10.58,2.03,0.05,7.6,1462,1034.742,0.489,174,1.42,1,NA,NA
"223","SOLOMON RIVER BASIN","SC","SC014","","12/16/08",1307,39.55428,-98.69211,10260012,1874.1771412037,2008,3.541,0.1,125.27,13.36,2.69,0.05,7.7,1806,1277.159,0.114,10,0.826,NA,NA,NA
"224","SOLOMON RIVER BASIN","SC","SC014","","3/24/09",1118,39.55428,-98.69211,10260012,1972.10144675926,2009,2.707,0.1,110.213,10.68,1.636,0.05,7.8,1541,1036.459,0.136,19,1.046,0.3,NA,NA
"225","SOLOMON RIVER BASIN","SC","SC014","","5/19/09",1120,39.55428,-98.69211,10260012,2028.10283564815,2009,3.366,0.1,108.133,8.56,1.954,0.05,7.9,1584,1096.601,0.417,121,1.387,NA,NA,NA
"226","SOLOMON RIVER BASIN","SC","SC014","","7/27/09",1135,39.55428,-98.69211,10260012,2097.11325231481,2009,3.717,0.1,78.937,7.8,2.254,0.05,8,1265,875.119,0.479,103,1.438,0.69,NA,NA
"227","SOLOMON RIVER BASIN","SC","SC014","","12/1/09",1145,39.55428,-98.69211,10260012,2224.12019675926,2009,1.893,0.1,71.278,10.39,1.055,0.05,8.2,1119,742.64,0.172,54,0.813,0.56,NA,NA
"228","SOLOMON RIVER BASIN","SC","SC014","","2/16/10",1109,39.55428,-98.69211,10260012,2301.09519675926,2010,2.571,0.1,83.808,13.22,1.754,0.05,7.5,1288,872.499,0.157,36,0.792,NA,NA,NA
"229","SOLOMON RIVER BASIN","SC","SC014","","5/18/10",1056,39.55428,-98.69211,10260012,2392.08616898148,2010,2.317,0.1,69.786,8.34,1.355,0.05,7.8,1091,747.36,0.297,148,0.937,1.2,NA,NA
"230","SOLOMON RIVER BASIN","SC","SC014","","8/17/10",1029,39.55428,-98.69211,10260012,2483.06741898148,2010,3.826,0.1,77.771,7.49,3.027,0.05,7.7,1335,928.275,0.324,74,0.774,NA,NA,NA
"231","SOLOMON RIVER BASIN","SC","SC014","","11/16/10",1239,39.55428,-98.69211,10260012,2574.15769675926,2010,3.295,0.1,90.033,12.05,2.53,0.171,8.1,1464,982.666,0.177,18,0.594,0.3,NA,NA
"232","SOLOMON RIVER BASIN","SC","SC014","","3/22/11",1113,39.55428,-98.69211,10260012,2700.09797453704,2011,2.5337,0.1,81.8064,8.53,1.3237,0.05,8.1,1256,855.1319,0.235,124,1.185,NA,NA,NA
"233","SOLOMON RIVER BASIN","SC","SC014","","6/21/11",1129,39.55428,-98.69211,10260012,2791.10908564815,2011,4.0559,0.1,74.5499,7.35,2.3967,0.2292,7.8,1336,942.9929,0.401,173,1.43,1.07,NA,NA
"234","SOLOMON RIVER BASIN","SC","SC014","","9/20/11",1143,39.55428,-98.69211,10260012,2882.11880787037,2011,4.1896,0.1,76.9409,10.56,3.4305,0.1181,8,1339,940.9026,0.28,29,0.641,NA,NA,NA
