CaseUID,Province,Harvest,date_harvested,year_harvested,time,easting,northing,Species,Sex,CWD_Status,e_min,e_aver,Dtown,Driver,Dstreams,Droad,rugg3,rugg6,rugg12,Road3km,Stream3km,Pcover3,Pagri3,Pgrass3,Popen3,Road6km,Stream6km,Pcover6,Pagri6,Pgrass6,Popen6,Road12km,Stream12km,Pcover12,Pagri12,Pgrass12,Popen12,m_aver,m_min,w_aver,w_min
15,Alberta,Hunter,"Thursday, November 02, 2006",2006,5,540000,5850000,mule deer,female,positive,37.01986928,74.55392831,1.5,1.92094,1860.109985,800,4.89188,9.423939,13.460499,3846.44947,0,0.205520552,0.747074707,0.036970243,0.784278428,6959.107396,0,0.162944086,0.756408335,0.068376068,0.824763903,12172.16312,555.365126,0.124437444,0.686243624,0.127145963,0.813606361,1.184498868,1.017224292,3.046524125,2.480969176
16,Alberta,Hunter,"Friday, November 17, 2006",2006,5,550000,5830000,mule deer,female,positive,20.2648368,66.42749546,10.0185,10.4623,721.109985,0,11.5593,14.133399,17.666799,4159.083724,403.682978,0.088376273,0.778010785,0.107978404,0.885560216,5785.806328,2446.862255,0.106596702,0.789955022,0.061732095,0.851724138,9687.511726,5483.610962,0.10892054,0.779235382,0.042510121,0.821589205,1.213820698,0.92807737,2.253011486,1.388257362
17,Alberta,Hunter,"Monday, November 13, 2006",2006,5,560000,5840000,mule deer,male,positive,8.377143769,54.90774979,4,10.3947,1081.670043,100,7.643539,10.246,10.9813,2907.865894,0,0.094509451,0.697269727,0.066266867,0.763876388,6104.271054,812.844892,0.101844908,0.580770961,0.095738295,0.676316184,15283.12673,812.844892,0.150097466,0.547158495,0.140071986,0.687059529,0.819835087,0.552870353,1.800888099,0.997781674
21,Alberta,Sharpshooter,"Friday, March 16, 2007",2007,5.33,530000,5850000,mule deer,female,positive,3.570626976,67.42830009,5.044799,0.565684,565.684997,141.421005,7.731599,7.35648,6.54926,3037.938962,3863.9992,0.159976034,0.28040743,0.383923215,0.670461354,4648.597073,5411.317114,0.095652174,0.337781109,0.435428229,0.774962519,11929.64014,7086.728481,0.100667116,0.409639457,0.406104695,0.816805337,1.227689118,0.529493943,3.061355639,0.727072852
22,Alberta,Sharpshooter,"Friday, March 16, 2007",2007,5.33,530000,5850000,mule deer,female,positive,3.570626976,67.42830009,5.044799,0.565684,565.684997,141.421005,7.731599,7.35648,6.54926,3037.938962,3863.9992,0.159976034,0.28040743,0.383923215,0.670461354,4648.597073,5411.317114,0.095652174,0.337781109,0.435428229,0.774962519,11929.64014,7086.728481,0.100667116,0.409639457,0.406104695,0.816805337,1.227689118,0.529493943,3.061355639,0.727072852
23,Alberta,Sharpshooter,"Thursday, March 15, 2007",2007,5.33,540000,5840000,mule deer,female,positive,7.401279416,61.84623965,4.42041,1.9799,1431.780029,400,1.35668,2.846829,4.925839,3258.2929,0,0.036570743,0,0.963429257,0.963429257,6374.056247,0,0.024430456,0.011690647,0.95349535,0.965827338,13515.33171,1089.325879,0.058241511,0.021812458,0.88928036,0.912900082,1.046121725,0.586524564,2.717008777,1.351673596
24,Alberta,Sharpshooter,"Sunday, March 18, 2007",2007,5.33,530000,5850000,mule deer,female,positive,2.910664014,66.50367663,4.40454,1.48661,1476.47998,600,2.67754,3.83836,7.39447,2133.768494,0,0.06062425,0.078031212,0.86001199,0.93937575,4778.53853,0,0.096551724,0.202098951,0.664217157,0.866116942,10601.99774,5136.106293,0.090806839,0.417966407,0.414542729,0.833383323,1.138722235,0.392034293,3.022644444,0.436498151
25,Alberta,Sharpshooter,"Sunday, March 18, 2007",2007,5.33,530000,5850000,mule deer,female,positive,3.159452642,66.96438449,4.596739,0.98995,921.953979,100,5.535449,6.402019,6.860779,2471.557944,626.470581,0.134834835,0.100900901,0.659274798,0.765165165,4726.228235,4807.397314,0.104631989,0.220806476,0.572543136,0.795682806,10803.28726,6393.056517,0.087650896,0.390792532,0.43085226,0.822298868,1.138722235,0.392034293,3.186135569,0.734240414
26,Alberta,Sharpshooter,"Sunday, March 18, 2007",2007,5.33,530000,5850000,mule deer,female,positive,2.360617716,66.55402362,3.82884,0.781024,565.684997,400,5.098959,7.853409,10.426199,1742.409481,1822.906394,0.156521739,0.229085457,0.485285285,0.71994003,3484.942373,3838.673032,0.135852452,0.326735643,0.44047976,0.769380717,7791.909803,6447.652705,0.133448353,0.403195559,0.388047391,0.792438677,1.211453615,0.44476216,2.939882386,0.449473735
27,Alberta,Sharpshooter,"Sunday, March 18, 2007",2007,5.33,530000,5850000,white-tailed deer,male,positive,5.057618115,68.13145895,6.576469,1.204159,1140.180053,300,2.986419,4.58674,6.42909,7319.503903,0,0.040840841,0.453753754,0.490254873,0.942942943,13131.99232,1818.317834,0.077234553,0.445410918,0.418391839,0.866676665,21622.39775,6148.938249,0.07505436,0.465696933,0.396326837,0.862262878,1.214047012,0.562334361,3.589714281,1.31835492
28,Alberta,Sharpshooter,"Thursday, March 22, 2007",2007,5.33,550000,5840000,mule deer,male,positive,9.754499321,57.40868696,10.778699,0.781024,424.264007,509.902008,3.21653,3.428289,3.62539,1470.970234,4360.316949,0.185251799,0.165467626,0.524423135,0.68735012,4652.856369,10364.16764,0.15719214,0.202189891,0.435232384,0.638968052,13354.05514,16683.03146,0.194169664,0.162020384,0.458879976,0.620878297,1.021408663,0.746675716,2.298696452,1.327761608
29,Alberta,Sharpshooter,"Sunday, March 18, 2007",2007,5.33,530000,5850000,mule deer,male,positive,2.360617716,66.55402362,3.82884,0.781024,565.684997,400,5.098959,7.853409,10.426199,1742.409481,1822.906394,0.156521739,0.229085457,0.485285285,0.71994003,3484.942373,3838.673032,0.135852452,0.326735643,0.44047976,0.769380717,7791.909803,6447.652705,0.133448353,0.403195559,0.388047391,0.792438677,1.211453615,0.44476216,2.939882386,0.449473735
30,Alberta,Hunter,"Friday, November 02, 2007",2007,6,550000,5820000,mule deer,female,positive,11.3247902,52.75038164,15.937999,20.277299,223.606994,100,5.03202,6.774919,10.2074,1730.661935,5634.338189,0.061506151,0.737773777,0.169964029,0.909090909,2159.295729,9959.838381,0.07979601,0.671816409,0.225690276,0.900854957,7471.645177,15579.44306,0.057055031,0.628654971,0.302250563,0.933198381,1.604381558,1.297775847,3.617972033,2.263781568
32,Alberta,Hunter,"Saturday, November 10, 2007",2007,6,550000,5840000,mule deer,male,positive,8.039189076,41.28174033,2.54951,6.053919,1772,0,7.612639,9.91876,14.2433,9485.769541,0,0.339628297,0.131594724,0.436543654,0.567745803,16512.48216,0,0.352226721,0.210676263,0.349482526,0.561553456,33533.25523,446.841577,0.334507834,0.300772172,0.297562805,0.598095809,0.866143523,0.519265049,1.906576212,0.881315058
34,Alberta,Hunter,"Wednesday, November 14, 2007",2007,6,560000,5880000,mule deer,male,positive,40.64183761,56.46199148,11.2699,21.475599,707.106994,0,19.9146,22.350099,24.3798,3178.080316,711.570958,0.077407741,0.922592259,0,0.922592259,5687.390766,1725.118444,0.062659271,0.931194723,0.005847953,0.937340729,10807.64901,6285.379132,0.067651691,0.904447611,0.027284312,0.932348309,1.693197058,1.479798678,10.53851748,9.823278922
36,Alberta,Hunter,"Wednesday, November 14, 2007",2007,6,540000,5930000,white-tailed deer,male,positive,71.90239844,89.33768677,5.32635,20.073099,100,100,21.0228,23.9782,25.8738,4562.252784,8630.424722,0.11743559,0.544937088,0.27856072,0.825344518,5776.966944,16457.55837,0.119826035,0.544241152,0.304211,0.851379724,7485.219863,29290.02153,0.090275174,0.599535128,0.289655172,0.890155207,1.923663517,1.662627891,9.138280746,7.939787848
45,Alberta,Sharpshooter,"Wednesday, February 13, 2008",2008,6.27,570000,5880000,mule deer,male,positive,11.28935516,56.04953089,9.144399,15.5621,200,781.025024,3.545239,4.5018,5.261439,2816.129314,4304.045293,0.194602699,0.738530735,0.05181192,0.790104948,6050.045289,6945.997598,0.121980495,0.820555139,0.039292142,0.860315079,14993.21911,12730.90549,0.084264188,0.850213659,0.04616999,0.896244096,1.332521965,0.9637197,3.259622303,1.886995521
48,Alberta,Sharpshooter,"Tuesday, February 19, 2008",2008,6.27,550000,5840000,mule deer,male,positive,1.376975308,51.85966031,10.1005,0.1,100,300,4.768219,4.09667,3.849999,2443.059334,5473.794123,0.344641249,0,0.403477218,0.402281597,5813.372743,9492.959428,0.289272318,0.025806452,0.474055189,0.499324831,9085.751576,17063.79104,0.189951256,0.128008999,0.495689978,0.624146982,1.085328996,0.334807757,2.682358315,0.195074105
49,Alberta,Sharpshooter,"Tuesday, February 26, 2008",2008,6.27,550000,5840000,white-tailed deer,female,positive,1.338635873,52.79220828,10.6231,2.10238,806.226013,0,3.6221,4.092969,3.94668,5924.744782,1369.299005,0,0.512290168,0.400419287,0.910371703,13516.36899,3580.007776,0.049910072,0.391636691,0.490328385,0.881294964,24365.78273,6660.061646,0.11166904,0.331484674,0.4988006,0.830622798,1.171464784,0.434325255,3.255784499,0.823429417
50,Alberta,Sharpshooter,"Wednesday, March 12, 2008",2008,6.27,570000,5880000,mule deer,female,positive,11.22804636,56.11995251,9.15478,15.631099,282.842987,728.010986,3.30521,3.82484,5.21145,2683.777424,3959.214055,0.166115951,0.773805948,0.044091182,0.818564133,7536.674909,5817.014174,0.122733403,0.817173685,0.041785233,0.859133823,13997.30145,12172.37213,0.081871345,0.851476983,0.048361701,0.899835058,1.332521965,0.9637197,3.259622303,1.886995521
51,Alberta,Sharpshooter,"Tuesday, March 04, 2008",2008,6.27,540000,5840000,mule deer,female,positive,2.934414422,53.51090388,2.33238,3.17805,1341.640014,670.820007,1.558169,1.42717,1.834879,2271.328922,0,0.082783443,0,0.896696697,0.897120576,6373.243013,83.906638,0.055930424,0.0211426,0.904169166,0.924276503,16737.70147,2346.530045,0.052611856,0.131604587,0.793519838,0.922506183,1.247277005,0.518971972,3.50839802,1.347482305
52,Alberta,Sharpshooter,"Thursday, March 13, 2008",2008,6.27,540000,5830000,white-tailed deer,female,positive,6.739593237,56.16663705,10.791199,3.39559,3373.429931,2418.679931,1.39607,1.808449,2.693079,0,0,0.262526253,0,0.735990411,0.737473747,0,0,0.279286036,0,0.718956209,0.720713964,0,0,0.337905704,0.00097444,0.644651023,0.646428304,1.002774375,0.387431609,2.683805999,0.448041439
53,Alberta,Sharpshooter,"Sunday, March 02, 2008",2008,6.27,560000,5830000,mule deer,male,positive,6.491849043,53.33070469,11.1,16.0515,707.106994,1000,6.116919,7.30411,9.468489,0,1792.126993,0.380695444,0.100119904,0.45383693,0.555755396,1932.194471,3162.250432,0.356318393,0.099535302,0.385688569,0.484934792,4318.445295,6503.305193,0.293681133,0.160107938,0.307507868,0.466231917,1.017360041,0.584374894,2.573736626,0.966456889
56,Alberta,Hunter,"Saturday, November 15, 2008",2008,7,570000,5860000,mule deer,female,positive,17.7236471,46.22650482,12.592499,2.52389,500,200,12.293399,16.4447,20.7956,2811.879213,2016.742081,0.241596639,0.568127251,0.116446579,0.68577431,3755.535503,3779.56763,0.236388181,0.549872506,0.170014993,0.720863957,9171.402013,11259.07822,0.244356109,0.586364659,0.138820178,0.725043126,0.995307148,0.555847736,2.702544952,1.215453043
59,Alberta,Hunter,"Monday, December 01, 2008",2008,7,490000,5840000,mule deer,male,positive,44.51893891,92.38563292,9.861539,1.204159,100,1300,14.9041,24.709999,31.1184,0,4104.52598,0.468046805,0.381338134,0.150750751,0.531953195,583.913416,8389.711594,0.432019188,0.329635737,0.201979307,0.533653125,2458.96861,15648.00808,0.338079892,0.383496965,0.190926134,0.57528292,1.408763905,1.02255464,3.669446571,2.115664327
60,Alberta,Hunter,"Tuesday, December 09, 2008",2008,7,570000,5860000,mule deer,male,positive,17.3827722,45.66827874,13.222,1.140179,0,0,22.139699,24.4902,24.5704,3423.851536,3277.202338,0.352306771,0.279209107,0.274774775,0.554224086,5323.032257,6642.815493,0.320335933,0.381373725,0.217723797,0.598980204,10743.67953,21175.90614,0.334932174,0.430487896,0.160917816,0.592070749,0.995648447,0.555683985,2.619660332,1.132006389
61,Alberta,Hunter,"Monday, December 08, 2008",2008,7,500000,5850000,mule deer,male,positive,27.63860926,76.8398043,5.560579,9.62549,3807.889892,300,2.086709,2.85219,4.675499,2145.537539,0,0.883128559,0,0.103179364,0.102187594,4485.797819,0,0.851079784,0,0.137201979,0.136022795,12845.76637,0,0.77850285,0.00390039,0.169804245,0.174767477,1.221665153,0.821671113,3.148228047,1.555602783
65,Alberta,Hunter,"Thursday, December 03, 2009",2009,8,550000,5850000,mule deer,male,positive,14.43304005,52.37068309,13.7615,4.10122,600,200,3.015779,4.15183,6.396039,3825.213306,1514.808099,0,0.912991299,0.046121593,0.95889589,5471.374104,2309.283305,0,0.890271324,0.084257871,0.974816369,12328.26676,2921.61016,0.006076063,0.854174481,0.117682333,0.971645038,1.736725353,1.36833882,41.65744171,40.42491319
66,Alberta,Hunter,"Friday, November 13, 2009",2009,8,520000,5810000,mule deer,female,positive,30.7903235,85.10382082,6.264979,2.420739,2061.550048,200,8.1012,7.349549,8.932709,3825.429164,0,0.037181409,0.953823088,0,0.953823088,5471.850872,0,0.075134973,0.908068386,0.002249213,0.910767846,10103.11893,0,0.066421771,0.887547792,0.03387544,0.921508359,1.74563176,1.291079385,4.127425392,2.209547014
68,Alberta,Hunter,"Saturday, November 14, 2009",2009,8,570000,5830000,mule deer,male,positive,6.445753098,52.02863658,8.56037,16.6208,1300,1414.20996,10.721899,11.2088,12.4987,0,0,0.335630806,0.017380881,0.521752175,0.541504345,0,245.087401,0.289828983,0.038853885,0.602758207,0.643414341,3777.3914,1194.137277,0.213075424,0.076473234,0.663943028,0.741340531,0.938843486,0.439010864,2.13714993,0.576699423
69,Alberta,Hunter,"Thursday, December 03, 2009",2009,8,510000,5840000,mule deer,female,positive,8.200975613,84.07641063,11.4018,11.992099,2408.320068,223.606994,7.3747,9.42226,10.475199,2458.64174,0,0.622828041,0.186938286,0.191961608,0.377171959,3768.801125,0,0.632194245,0.235311751,0.132793765,0.367805755,5710.856825,0,0.691270139,0.213038591,0.080845958,0.293892844,1.182005852,0.363251024,2.967164423,0.376765462
70,Alberta,Hunter,"Monday, December 07, 2009",2009,8,510000,5850000,mule deer,male,positive,7.365133875,80.11458654,7.102819,10.8577,2983.290039,200,4.049369,5.164299,6.10859,4347.424263,0,0.256371814,0.689355322,0.043139605,0.731934033,6104.437618,0,0.285692861,0.628074385,0.079484103,0.706508698,12138.17007,0,0.317384131,0.557747113,0.116967834,0.674441278,1.213342203,0.392507973,3.083495183,0.527954118
71,Alberta,Hunter,"Saturday, November 28, 2009",2009,8,490000,5800000,mule deer,male,positive,39.87422797,115.0547055,21.392499,10.4019,1360.150024,200,4.40499,4.63669,7.522299,1906.85062,0,0.254267745,0.588499551,0.028477218,0.616951183,3288.096632,0,0.275221106,0.616849048,0.019184652,0.636036576,11112.04773,670.717106,0.277948564,0.631476344,0.009594483,0.641073705,1.601533896,1.136031302,4.267993995,2.643783218
72,Alberta,Hunter,"Saturday, November 21, 2009",2009,8,570000,5860000,mule deer,male,positive,1.878080137,49.96966685,11.610799,0.141421,100,100,15.942799,21.9804,23.810699,4145.047819,10614.54981,0.242560866,0.532010821,0.085808581,0.622182146,7348.872854,15287.71482,0.233318339,0.577447893,0.096687153,0.674164043,14553.91326,25670.10969,0.272788606,0.567691154,0.090240792,0.658095952,1.035483513,0.295198184,2.422161691,0.678703834
73,Alberta,Hunter,"Saturday, December 05, 2009",2009,8,560000,5860000,white-tailed deer,male,positive,5.843640047,51.15013688,17.947099,0.360554,360.554992,1166.189941,29.0233,29.382699,28.912,0,4935.071592,0.232083958,0.688455772,0.026670662,0.715142429,1243.35631,12462.49971,0.269294171,0.626554773,0.050651881,0.676757081,5919.679614,22162.1233,0.294938133,0.614098238,0.046691149,0.661267342,1.015106515,0.460595648,2.519413554,0.970772001
74,Alberta,Hunter,"Wednesday, December 02, 2009",2009,8,490000,5840000,mule deer,male,positive,5.462600113,95.8696823,13.6062,6.52993,100,200,5.462059,6.45332,7.053719,4627.133487,2071.081006,0.011687144,0.455199281,0.49670066,0.955648786,6921.617721,2578.705287,0.058188362,0.561937612,0.360773729,0.924415117,11194.31373,3161.52526,0.067581758,0.545079508,0.327308183,0.873612361,1.418558074,0.50865699,4.312591762,1.363642423
75,Alberta,Hunter,"Friday, February 26, 2010",2010,8,560000,5860000,mule deer,male,positive,5.540296833,51.3753088,18.7299,0.905538,282.842987,600,31.667299,32.960601,32.510398,1128.047206,4591.003244,0.228622862,0.711671167,0.035071942,0.747074707,2701.988328,12403.69817,0.300209832,0.602667866,0.044534413,0.647332134,3772.357581,21216.35371,0.24911886,0.629546307,0.05411077,0.683614548,1.063928829,0.499042524,2.501186662,0.914038422
76,Alberta,Hunter,"Tuesday, November 02, 2010",2010,9,500000,5800000,white-tailed deer,male,positive,9.935782254,103.5818628,18.0069,3.64966,1513.270019,360.554992,6.775159,10.1531,11.563199,1824.053746,0,0.395620876,0.564487103,0.03993994,0.604379124,5994.005017,0,0.368815592,0.592803598,0.019937041,0.612743628,15862.73484,912.409682,0.306088782,0.631673665,0.014014839,0.645695861,1.590519166,0.588274135,4.655969,0.898127001
78,Alberta,Hunter,"Wednesday, November 03, 2010",2010,9,560000,5860000,mule deer,male,positive,2.178868743,48.75527802,14.798,0.223607,100,223.606994,24.371299,27.963899,27.577199,834.050857,9456.246763,0.570914543,0.324437781,0.030649038,0.35802099,1409.380736,13134.0845,0.432574168,0.422085706,0.097736471,0.521875936,8142.725448,26032.79666,0.324336482,0.490103464,0.13294841,0.623406808,1.016017686,0.327221923,2.863749389,0.517498384
79,Alberta,Hunter,"Monday, November 01, 2010",2010,9,570000,5870000,mule deer,female,positive,2.979195513,51.50764355,12.983499,7.76209,100,200,12.3555,12.4179,11.8373,2771.465162,4706.334143,0.230377472,0.698322349,0.067425832,0.7654284,4873.591492,7289.74923,0.179706235,0.770833333,0.045270574,0.815947242,9801.057911,13549.84289,0.167253653,0.777819408,0.039733113,0.817609592,1.141940238,0.57440307,3.429610434,1.646076209
82,Alberta,Hunter,"Sunday, November 07, 2010",2010,9,530000,5810000,mule deer,female,positive,10.92044267,78.62070504,16.278799,12.800399,565.684997,860.232971,4.355589,4.94323,5.6279,637.942856,807.595256,0.259825983,0.594059406,0,0.594059406,2585.442194,807.595256,0.204528415,0.634128055,0,0.634128055,9027.590292,807.595256,0.143959832,0.727667866,0,0.727667866,1.439633836,0.95980722,4.128145375,1.688304202
83,Alberta,Hunter,"Saturday, November 13, 2010",2010,9,520000,5860000,mule deer,female,positive,12.46000823,67.35881561,12.348299,7.571,600,921.953979,6.214729,7.438039,7.540329,42.511529,1126.413287,0.01981387,0.378865206,0.474078514,0.851395977,689.210524,1739.516815,0.02356296,0.426684677,0.463407319,0.888038421,2573.05531,6231.463148,0.057391174,0.466172174,0.410106463,0.876151944,1.908405193,1.462805634,7.532483103,5.562231318
84,Alberta,Hunter,"Tuesday, November 16, 2010",2010,9,560000,5780000,white-tailed deer,male,positive,40.51036792,93.58777641,22.973199,51.833698,1004.98999,200,15.895099,16.312099,16.528099,2862.692886,0,0.18794964,0.329136691,0.443246481,0.771282974,3962.329286,2831.229792,0.121720881,0.318542947,0.451627419,0.768850247,8247.343996,9560.144643,0.12529976,0.379721223,0.375384154,0.756070144,2.2812398,1.863626007,8.015378865,6.02718913
88,Alberta,Hunter,"Wednesday, December 01, 2010",2010,9,490000,5850000,mule deer,male,positive,12.73499117,92.26460599,10.859999,0.2,0,943.39801,32.755401,34.2411,37.0461,251.571915,7810.252976,0.254125413,0.270027003,0.333333333,0.603360336,3692.470197,12249.81584,0.298306101,0.307749963,0.292997451,0.600509669,6153.047878,19599.03133,0.270403957,0.383496965,0.278140232,0.661995054,1.336185772,0.50417004,4.199538722,1.00924499
89,Alberta,Hunter,"Monday, November 29, 2010",2010,9,490000,5850000,mule deer,male,positive,11.27856378,93.38758543,11.1826,1.562049,100,800,19.6112,26.7632,34.3614,1601.745633,4513.633562,0.185928144,0.644311377,0.168764988,0.814071856,3157.312934,6604.198484,0.174089069,0.647623332,0.177714457,0.825910931,7949.841015,15755.00366,0.195218825,0.580410671,0.180748182,0.761016187,1.499761365,0.67279893,4.145890716,0.968183284
90,Alberta,Hunter,"Monday, November 29, 2010",2010,9,520000,5800000,mule deer,male,positive,16.90861334,89.07417373,18.242799,14.3562,2200,200,7.69742,8.762669,9.514829,1916.115389,0,0.152806965,0.620534374,0.183018302,0.802461723,2737.443883,0,0.191875281,0.623744566,0.150524738,0.774396642,3970.241171,0,0.189262148,0.601529694,0.154267287,0.75539892,1.420305091,0.949555251,4.201322919,1.885675192
91,Alberta,Hunter,"Saturday, November 27, 2010",2010,9,500000,5850000,mule deer,male,positive,7.253275122,87.23046842,10.9636,3.478509,2284.72998,300,4.394849,5.41548,6.426599,5943.406489,0,0.707346327,0,0.231115108,0.232383808,9638.123109,0,0.756489122,0.00300075,0.206989651,0.209602401,21739.29003,0,0.749981258,0.004273184,0.209370315,0.214183972,1.196544763,0.318162374,3.522565738,0.293883638
92,Alberta,Hunter,"Sunday, November 21, 2010",2010,9,560000,5870000,mule deer,male,positive,7.713317639,55.14498568,12.006699,13.5956,1941.650024,400,2.89437,3.6224,6.00534,3502.167775,0,0.012623986,0.96964232,0.01590159,0.985572588,7006.736696,0,0.013197361,0.948410318,0.036420863,0.984253149,11813.03911,0,0.014242879,0.946401799,0.037945257,0.984332834,1.901574241,1.461002731,6.739725504,4.756699908
93,Alberta,Hunter,"Monday, December 06, 2010",2010,9,520000,5950000,mule deer,male,positive,31.5032288,119.0615057,12.601599,19.9361,100,200,9.758429,10.216799,10.3156,3079.779254,2496.444301,0.049490102,0.849430114,0.099460755,0.950509898,5129.566994,4993.659792,0.047954443,0.848044358,0.095502249,0.943503672,11443.23457,11036.15751,0.072810438,0.772045591,0.117541229,0.889397121,1.846928341,1.465090988,6.453702106,4.503975539
94,Alberta,Hunter,"Wednesday, November 17, 2010",2010,9,550000,5900000,mule deer,male,positive,17.98475335,72.15656436,9.45304,31.520299,100,400,6.20053,7.064109,7.23048,2543.621372,5037.342114,0.064283569,0.838990688,0.096822542,0.935716431,3846.335805,7831.897741,0.044800719,0.793377285,0.161091945,0.955199281,12257.87338,12014.16815,0.047083521,0.841130604,0.106048115,0.947218474,1.787144659,1.482261393,9.65757164,8.375514083
108,Saskatchewan,Hunter,Undetermined,2005,4,580000,5840000,mule deer,male,positive,5.153730052,46.20265103,11.910099,19.7497,2137.760009,300,16.8955,17.614999,17.9267,1684.868915,0,0.453265428,0.058418214,0.346315159,0.407130018,2667.021166,0,0.320689655,0.078110945,0.390320647,0.465367316,4078.709361,0,0.216299295,0.081046634,0.393884892,0.473309342,0.668722997,0.283469248,1.374519181,0.345545488
109,Saskatchewan,Hunter,Undetermined,2005,4,620000,5920000,mule deer,female,positive,6.36674954,67.57621025,14.289899,7.083779,2617.25,300,1.262539,1.710389,2.4823,2566.910596,0,0.746774677,0.186918692,0.061279664,0.248124812,4481.940743,0,0.647323437,0.239616134,0.097557321,0.336332284,8647.093443,0,0.510939607,0.344822419,0.114568494,0.460662371,0.908949983,0.523160948,1.661918999,0.54956297
110,Saskatchewan,Hunter,Undetermined,2006,5,570000,5830000,mule deer,male,positive,1.717578223,50.77599803,16.139999,22.920099,7947.95996,360.554992,6.11179,7.78239,10.418299,1322.886382,0,0.571129081,0.021263851,0.328639904,0.351302785,4091.776043,0,0.551439712,0.029844031,0.352429514,0.382873425,9036.370919,0,0.543962222,0.018964096,0.398320965,0.418259501,0.667713272,0.198720527,1.212520207,0.185533347
111,Saskatchewan,Hunter,Undetermined,2006,5,580000,5830000,mule deer,male,positive,5.067135325,49.19430462,17.6774,27.0512,5277.310058,984.885986,6.33228,8.16808,13.4046,0,0,0.774309724,0.024609844,0.160275614,0.18457383,1893.938047,0,0.75359928,0.049040192,0.176981867,0.225854829,3744.276818,0,0.696919733,0.076969197,0.212732454,0.288915536,0.652357178,0.320286883,1.276578841,0.451404786
112,Saskatchewan,Hunter,Undetermined,2006,5,570000,5830000,mule deer,female,positive,3.293867262,50.64101994,14.1089,20.6814,6506.919921,360.554992,2.74043,3.659519,5.225959,1305.155007,0,0.446776612,0.111544228,0.417216557,0.532833583,1717.153356,0,0.416291629,0.091209121,0.470103402,0.562106211,2383.088683,0,0.398920621,0.050071209,0.536696904,0.586612698,0.677488567,0.304751842,1.301854509,0.351367863
113,Saskatchewan,Hunter,Undetermined,2006,5,700000,5900000,mule deer,male,positive,86.71939555,120.0502125,12.608699,43.546001,3580.5,200,2.6073,3.323649,3.600539,3468.346462,0,0.055155875,0.810251799,0.00405954,0.922214674,5347.673708,0,0.049490102,0.703209358,0.023659607,0.921662517,9287.029576,0,0.03583477,0.630856886,0.027606711,0.923945462,1.074881142,0.902031819,2.053658082,1.406029181
114,Saskatchewan,Hunter,Undetermined,2007,6,590000,5810000,mule deer,female,positive,21.48857757,62.34363233,4.140049,48.0401,806.226013,360.554992,8.028039,10.037099,11.9898,1911.854523,1012.886061,0.15557554,0.747302158,0.096038415,0.84442446,2748.275029,2334.454152,0.156718656,0.75989802,0.082670668,0.843281344,4495.477739,5061.704821,0.169115442,0.749625187,0.081289839,0.830884558,1.222827797,0.785211829,2.932015971,1.680760456
115,Saskatchewan,Hunter,Undetermined,2007,6,580000,5830000,mule deer,female,positive,2.251386473,46.1085925,14.7411,28.700199,7017.830078,2284.72998,11.095199,12.387999,12.354599,0,0,0.492792793,0.331231231,0.144100871,0.473273273,0,0,0.439328034,0.360731963,0.178833758,0.538623069,0,0,0.37000375,0.235095613,0.360548808,0.594900637,0.827719606,0.248519939,1.806851664,0.368457612
116,Saskatchewan,Hunter,Undetermined,2007,6,580000,5840000,mule deer,female,positive,4.286849886,42.59782917,12.9097,18.194499,2531.800048,2828.429931,9.5204,10.9362,11.7972,0,0,0.25074985,0,0.748651887,0.74925015,0,0,0.259142686,0.010191847,0.730475191,0.740857314,0,0,0.322462138,0.009821562,0.668191019,0.677537862,0.736772304,0.209034108,1.654763349,0.180350873
117,Saskatchewan,Hunter,Undetermined,2007,6,600000,5920000,mule deer,male,positive,15.68699082,81.6016364,15.899999,0.707107,316.227996,1100,35.156501,38.0083,39.603298,0,2129.364252,0.487256372,0.4005997,0,0.4005997,2374.100621,7742.012973,0.461411659,0.368499925,0.001949318,0.370448074,5947.651708,14206.75768,0.396581453,0.456256091,0.002623688,0.458954944,1.000551972,0.551692282,2.4453718,0.956864084
118,Saskatchewan,Hunter,Undetermined,2007,6,610000,5920000,mule deer,female,positive,4.687211193,87.30072534,16.575899,2.630589,1334.170043,100,4.00599,4.76306,7.79777,7866.956847,0,0.286656672,0.326236882,0.25884823,0.584407796,13536.19906,100.094186,0.376387639,0.368886889,0.173593398,0.54230423,22900.02469,2598.412795,0.36167979,0.449268841,0.13808096,0.587101612,1.024216722,0.446442573,2.306708615,0.565718215
119,Saskatchewan,Hunter,Undetermined,2007,6,600000,5930000,white-tailed deer,female,positive,14.53896219,88.39220071,4.599999,5.09902,1902.630004,400,4.666709,6.063429,7.10228,1733.392239,0,0.028194361,0.971805639,0,0.971805639,5452.655895,0,0.023691708,0.976308292,0,0.976308292,9070.437171,217.068107,0.015677744,0.962568449,0.007420733,0.969619683,1.819285515,1.334872672,3.512629077,1.967082904
120,Saskatchewan,Hunter,Undetermined,2007,6,660000,5890000,white-tailed deer,female,positive,37.35572095,108.4805205,7.467259,15.791799,3046.310058,500,1.73976,2.67371,4.108339,3432.798329,0,0.04172921,0.947163014,0,0.947163014,6965.289366,0,0.033893221,0.953959208,0.00704542,0.960557888,10843.81642,0,0.04408457,0.908532014,0.023552355,0.932523617,1.36896162,0.967037659,3.846910294,2.609951015
