"","BASIN","PROG_CODE","SITE_NAME","COL_DATE","COL_TIME","Lat","Long","huc08","dt","year","Total_N"
"1","SMOKY-SALINE RIVER BASIN","SC","SC007","1/26/15",1306,38.77674,-98.854719,10260006,4106.17644675926,2015,2.85
"2","SMOKY-SALINE RIVER BASIN","SC","SC007","4/6/15",1248,38.77674,-98.854719,10260006,4176.16394675926,2015,1.775
"3","SMOKY-SALINE RIVER BASIN","SC","SC007","7/6/15",1310,38.77674,-98.854719,10260006,4267.17922453704,2015,1.735
"4","SMOKY-SALINE RIVER BASIN","SC","SC007","10/5/15",1353,38.77674,-98.854719,10260006,4358.20908564815,2015,0.805
"5","SMOKY-SALINE RIVER BASIN","SC","SC011","1/28/15",1004,38.970648,-98.815197,10260009,4108.05005787037,2015,0.455
"6","SMOKY-SALINE RIVER BASIN","SC","SC011","4/8/15",939,38.970648,-98.815197,10260009,4178.03269675926,2015,0.895
"7","SMOKY-SALINE RIVER BASIN","SC","SC011","7/8/15",1011,38.970648,-98.815197,10260009,4269.05491898148,2015,1.045
"8","SMOKY-SALINE RIVER BASIN","SC","SC011","7/8/15",1016,38.970648,-98.815197,10260009,4269.0583912037,2015,0.925
"9","SMOKY-SALINE RIVER BASIN","SC","SC011","10/7/15",953,38.970648,-98.815197,10260009,4360.04241898148,2015,1.005
"10","SMOKY-SALINE RIVER BASIN","SC","SC011","10/7/15",958,38.970648,-98.815197,10260009,4360.0458912037,2015,1.035
"11","SOLOMON RIVER BASIN","SC","SC014","1/27/15",1132,39.55428,-98.69211,10260012,4107.11116898148,2015,1.935
"12","SOLOMON RIVER BASIN","SC","SC014","4/7/15",1133,39.55428,-98.69211,10260012,4177.11186342593,2015,1.885
"13","SOLOMON RIVER BASIN","SC","SC014","7/7/15",1236,39.55428,-98.69211,10260012,4268.15561342593,2015,1.801
"14","SOLOMON RIVER BASIN","SC","SC014","10/6/15",1033,39.55428,-98.69211,10260012,4359.07019675926,2015,2.035
"15","LOWER ARKANSAS RIVER BASIN","SC","SC030","2/9/15",1227,38.229227,-98.41761,11030009,4120.14936342593,2015,0.995
"16","LOWER ARKANSAS RIVER BASIN","SC","SC030","5/4/15",1247,38.229227,-98.41761,11030009,4204.16325231481,2015,2.275
"17","LOWER ARKANSAS RIVER BASIN","SC","SC030","8/10/15",1245,38.229227,-98.41761,11030009,4302.16186342593,2015,1.095
"18","LOWER ARKANSAS RIVER BASIN","SC","SC030","11/2/15",1318,38.229227,-98.41761,11030009,4386.18478009259,2015,0.685
"19","LOWER ARKANSAS RIVER BASIN","SC","SC036","2/9/15",1510,37.56174,-97.853599,11030015,4120.26255787037,2015,2.935
"20","LOWER ARKANSAS RIVER BASIN","SC","SC036","5/4/15",1612,37.56174,-97.853599,11030015,4204.30561342593,2015,2.085
"21","LOWER ARKANSAS RIVER BASIN","SC","SC036","8/10/15",1541,37.56174,-97.853599,11030015,4302.28408564815,2015,2.085
"22","LOWER ARKANSAS RIVER BASIN","SC","SC036","11/2/15",1623,37.56174,-97.853599,11030015,4386.31325231482,2015,2.24
"23","WALNUT RIVER BASIN","SC","SC038","2/17/15",1048,37.79636,-97.01325,11030017,4128.08061342593,2015,0.855
"24","WALNUT RIVER BASIN","SC","SC038","5/11/15",1044,37.79636,-97.01325,11030017,4211.07783564815,2015,4.18
"25","WALNUT RIVER BASIN","SC","SC038","8/17/15",949,37.79636,-97.01325,11030017,4309.0396412037,2015,1.825
"26","WALNUT RIVER BASIN","SC","SC038","11/23/15",945,37.79636,-97.01325,11030017,4407.03686342593,2015,1.575
"27","NEOSHO RIVER BASIN","SC","SC098","3/17/15",931,38.083685,-95.655809,11070204,4156.0271412037,2015,0.715
"28","NEOSHO RIVER BASIN","SC","SC098","6/15/15",915,38.083685,-95.655809,11070204,4246.01603009259,2015,0.835
"29","NEOSHO RIVER BASIN","SC","SC098","9/14/15",927,38.083685,-95.655809,11070204,4337.02436342593,2015,1.255
"30","NEOSHO RIVER BASIN","SC","SC098","12/7/15",919,38.083685,-95.655809,11070204,4421.01880787037,2015,0.925
"31","VERDIGRIS RIVER BASIN","SC","SC105","3/24/15",932,37.32676,-95.68463,11070103,4163.02783564815,2015,0.595
"32","VERDIGRIS RIVER BASIN","SC","SC105","6/23/15",1031,37.32676,-95.68463,11070103,4254.06880787037,2015,0.815
"33","VERDIGRIS RIVER BASIN","SC","SC105","9/22/15",935,37.32676,-95.68463,11070103,4345.02991898148,2015,0.835
"34","VERDIGRIS RIVER BASIN","SC","SC105","12/16/15",935,37.32676,-95.68463,11070103,4430.02991898148,2015,1.845
"35","VERDIGRIS RIVER BASIN","SC","SC105","12/16/15",940,37.32676,-95.68463,11070103,4430.0333912037,2015,1.835
"36","WALNUT RIVER BASIN","SC","SC106","2/18/15",951,37.58886,-97.00027,11030018,4129.04103009259,2015,0.765
"37","WALNUT RIVER BASIN","SC","SC106","5/12/15",951,37.58886,-97.00027,11030018,4212.04103009259,2015,2.63
"38","WALNUT RIVER BASIN","SC","SC106","8/18/15",854,37.58886,-97.00027,11030018,4310.00144675926,2015,1.175
"39","WALNUT RIVER BASIN","SC","SC106","11/24/15",941,37.58886,-97.00027,11030018,4408.03408564815,2015,1.145
"40","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC109","3/2/15",1545,38.89181,-95.59458,10270104,4141.28686342593,2015,0.765
"41","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC109","6/1/15",1605,38.89181,-95.59458,10270104,4232.30075231481,2015,1.235
"42","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC109","9/1/15",1642,38.89181,-95.59458,10270104,4324.32644675926,2015,1.095
"43","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC109","12/1/15",1546,38.89181,-95.59458,10270104,4415.28755787037,2015,1.905
"44","MISSOURI RIVER BASIN","SC","SC201","1/5/15",1012,39.87985,-95.19465,10240005,4085.05561342593,2015,6.455
"45","MISSOURI RIVER BASIN","SC","SC201","1/5/15",1017,39.87985,-95.19465,10240005,4085.05908564815,2015,6.455
"46","MISSOURI RIVER BASIN","SC","SC201","4/20/15",1028,39.87985,-95.19465,10240005,4190.06672453704,2015,5.586
"47","MISSOURI RIVER BASIN","SC","SC201","7/13/15",1048,39.87985,-95.19465,10240005,4274.08061342593,2015,7.925
"48","MISSOURI RIVER BASIN","SC","SC201","10/12/15",1052,39.87985,-95.19465,10240005,4365.0833912037,2015,5.485
"49","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC203","3/2/15",1015,39.11148,-94.61644,10270104,4141.05769675926,2015,1.967
"50","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC203","6/1/15",1004,39.11148,-94.61644,10270104,4232.05005787037,2015,2.425
"51","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC203","9/1/15",1026,39.11148,-94.61644,10270104,4324.06533564815,2015,1.365
"52","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC203","12/1/15",1043,39.11148,-94.61644,10270104,4415.0771412037,2015,2.205
"53","MISSOURI RIVER BASIN","SC","SC204","3/2/15",1056,38.94189,-94.60449,10300101,4141.08616898148,2015,8.7
"54","MISSOURI RIVER BASIN","SC","SC204","6/1/15",1039,38.94189,-94.60449,10300101,4232.07436342593,2015,4.425
"55","MISSOURI RIVER BASIN","SC","SC204","9/1/15",1112,38.94189,-94.60449,10300101,4324.09728009259,2015,7.46
"56","MISSOURI RIVER BASIN","SC","SC204","12/1/15",1124,38.94189,-94.60449,10300101,4415.10561342593,2015,3.925
"57","MISSOURI RIVER BASIN","SC","SC205","3/2/15",1120,38.84233,-94.61247,10300101,4141.10283564815,2015,0.625
"58","MISSOURI RIVER BASIN","SC","SC205","3/2/15",1125,38.84233,-94.61247,10300101,4141.10630787037,2015,0.695
"59","MISSOURI RIVER BASIN","SC","SC205","6/1/15",1112,38.84233,-94.61247,10300101,4232.09728009259,2015,1.415
"60","MISSOURI RIVER BASIN","SC","SC205","9/1/15",1148,38.84233,-94.61247,10300101,4324.12228009259,2015,1.275
"61","MISSOURI RIVER BASIN","SC","SC205","9/1/15",1153,38.84233,-94.61247,10300101,4324.12575231482,2015,1.245
"62","MISSOURI RIVER BASIN","SC","SC205","12/1/15",1154,38.84233,-94.61247,10300101,4415.12644675926,2015,1.605
"63","MARAIS DES CYGNES RIVER BASIN","SC","SC207","3/18/15",931,38.00964,-94.70398,10290103,4157.0271412037,2015,0.495
"64","MARAIS DES CYGNES RIVER BASIN","SC","SC207","6/16/15",1001,38.00964,-94.70398,10290103,4247.04797453704,2015,0.815
"65","MARAIS DES CYGNES RIVER BASIN","SC","SC207","9/15/15",953,38.00964,-94.70398,10290103,4338.04241898148,2015,0.795
"66","MARAIS DES CYGNES RIVER BASIN","SC","SC207","12/8/15",957,38.00964,-94.70398,10290103,4422.04519675926,2015,1.205
"67","MARAIS DES CYGNES RIVER BASIN","SC","SC208","3/18/15",814,37.86322,-94.67846,10290104,4156.97366898148,2015,0.665
"68","MARAIS DES CYGNES RIVER BASIN","SC","SC208","6/16/15",829,37.86322,-94.67846,10290104,4246.98408564815,2015,0.825
"69","MARAIS DES CYGNES RIVER BASIN","SC","SC208","9/15/15",847,37.86322,-94.67846,10290104,4337.99658564815,2015,1.085
"70","MARAIS DES CYGNES RIVER BASIN","SC","SC208","12/8/15",839,37.86322,-94.67846,10290104,4421.99103009259,2015,1.205
"71","NEOSHO RIVER BASIN","SC","SC212","3/17/15",1610,37.042143,-94.643212,11070207,4156.30422453704,2015,3.955
"72","NEOSHO RIVER BASIN","SC","SC212","6/15/15",1634,37.042143,-94.643212,11070207,4246.3208912037,2015,3.345
"73","NEOSHO RIVER BASIN","SC","SC212","9/14/15",1546,37.042143,-94.643212,11070207,4337.28755787037,2015,3.015
"74","NEOSHO RIVER BASIN","SC","SC212","12/7/15",1507,37.042143,-94.643212,11070207,4421.26047453704,2015,3.425
"75","NEOSHO RIVER BASIN","SC","SC213","3/17/15",1554,37.023596,-94.720691,11070207,4156.29311342593,2015,3.025
"76","NEOSHO RIVER BASIN","SC","SC213","6/15/15",1613,37.023596,-94.720691,11070207,4246.30630787037,2015,2.335
"77","NEOSHO RIVER BASIN","SC","SC213","9/14/15",1529,37.023596,-94.720691,11070207,4337.27575231481,2015,2.455
"78","NEOSHO RIVER BASIN","SC","SC213","12/7/15",1453,37.023596,-94.720691,11070207,4421.25075231482,2015,3.125
"79","NEOSHO RIVER BASIN","SC","SC214","3/17/15",1501,37.03693,-95.08108,11070205,4156.25630787037,2015,0.915
"80","NEOSHO RIVER BASIN","SC","SC214","6/15/15",1507,37.03693,-95.08108,11070205,4246.26047453704,2015,1.095
"81","NEOSHO RIVER BASIN","SC","SC214","9/14/15",1436,37.03693,-95.08108,11070205,4337.23894675926,2015,1.185
"82","NEOSHO RIVER BASIN","SC","SC214","12/7/15",1400,37.03693,-95.08108,11070205,4421.21394675926,2015,1.685
"83","VERDIGRIS RIVER BASIN","SC","SC215","3/23/15",1756,37.00553,-95.59228,11070103,4162.37783564815,2015,1.105
"84","VERDIGRIS RIVER BASIN","SC","SC215","6/22/15",1732,37.00553,-95.59228,11070103,4253.36116898148,2015,0.905
"85","VERDIGRIS RIVER BASIN","SC","SC215","9/21/15",1804,37.00553,-95.59228,11070103,4344.3833912037,2015,1.735
"86","VERDIGRIS RIVER BASIN","SC","SC215","12/15/15",1605,37.00553,-95.59228,11070103,4429.30075231481,2015,2.465
"87","VERDIGRIS RIVER BASIN","SC","SC217","3/23/15",1625,37.00375,-96.31618,11070106,4162.3146412037,2015,0.505
"88","VERDIGRIS RIVER BASIN","SC","SC217","6/22/15",1543,37.00375,-96.31618,11070106,4253.28547453704,2015,0.395
"89","VERDIGRIS RIVER BASIN","SC","SC217","9/21/15",1636,37.00375,-96.31618,11070106,4344.32228009259,2015,0.525
"90","VERDIGRIS RIVER BASIN","SC","SC217","12/15/15",1435,37.00375,-96.31618,11070106,4429.23825231481,2015,1.235
"91","LOWER ARKANSAS RIVER BASIN","SC","SC218","2/17/15",1655,37.05641,-97.05897,11030013,4128.33547453704,2015,4.425
"92","LOWER ARKANSAS RIVER BASIN","SC","SC218","5/11/15",1557,37.05641,-97.05897,11030013,4211.29519675926,2015,3.998
"93","LOWER ARKANSAS RIVER BASIN","SC","SC218","5/11/15",1602,37.05641,-97.05897,11030013,4211.29866898148,2015,3.725
"94","LOWER ARKANSAS RIVER BASIN","SC","SC218","8/17/15",1537,37.05641,-97.05897,11030013,4309.28130787037,2015,2.795
"95","LOWER ARKANSAS RIVER BASIN","SC","SC218","11/23/15",1628,37.05641,-97.05897,11030013,4407.31672453704,2015,5.005
"96","LOWER ARKANSAS RIVER BASIN","SC","SC220","2/24/15",1312,37.03935,-98.46972,11060003,4135.18061342593,2015,1.345
"97","LOWER ARKANSAS RIVER BASIN","SC","SC220","5/19/15",1528,37.03935,-98.46972,11060003,4219.27505787037,2015,1.035
"98","LOWER ARKANSAS RIVER BASIN","SC","SC220","8/25/15",1414,37.03935,-98.46972,11060003,4317.22366898148,2015,0.615
"99","LOWER ARKANSAS RIVER BASIN","SC","SC220","11/17/15",1420,37.03935,-98.46972,11060003,4401.22783564815,2015,1.115
"100","CIMARRON RIVER BASIN","SC","SC222","5/18/15",1438,37.01131,-100.492224,11040006,4218.24033564815,2015,1.065
"101","CIMARRON RIVER BASIN","SC","SC222","8/24/15",1425,37.01131,-100.492224,11040006,4316.23130787037,2015,1.185
"102","CIMARRON RIVER BASIN","SC","SC222","11/16/15",1602,37.01131,-100.492224,11040006,4400.29866898148,2015,1.145
"103","UPPER ARKANSAS RIVER BASIN","SC","SC223","5/18/15",1115,38.028278,-102.011714,11030001,4218.09936342593,2015,1.455
"104","UPPER ARKANSAS RIVER BASIN","SC","SC223","8/24/15",1115,38.028278,-102.011714,11030001,4316.09936342593,2015,0.88
"105","UPPER ARKANSAS RIVER BASIN","SC","SC223","11/16/15",1120,38.028278,-102.011714,11030001,4400.10283564815,2015,2.485
"106","SMOKY-SALINE RIVER BASIN","SC","SC224","1/26/15",2332,38.795788,-100.85779,10260003,4106.61116898148,2015,0.925
"107","SMOKY-SALINE RIVER BASIN","SC","SC224","4/6/15",1305,38.795788,-100.85779,10260003,4176.17575231481,2015,1.175
"108","SMOKY-SALINE RIVER BASIN","SC","SC224","7/6/15",1245,38.795788,-100.85779,10260003,4267.16186342593,2015,2.775
"109","UPPER REPUBLICAN RIVER BASIN","SC","SC225","1/27/15",903,39.67186,-102.01326,10250003,4107.00769675926,2015,0.685
"110","UPPER REPUBLICAN RIVER BASIN","SC","SC225","4/7/15",1000,39.67186,-102.01326,10250003,4177.04728009259,2015,0.885
"111","UPPER REPUBLICAN RIVER BASIN","SC","SC225","7/7/15",945,39.67186,-102.01326,10250003,4268.03686342593,2015,1.245
"112","UPPER REPUBLICAN RIVER BASIN","SC","SC225","10/6/15",915,39.67186,-102.01326,10250003,4359.01603009259,2015,1.605
"113","UPPER REPUBLICAN RIVER BASIN","SC","SC227","7/7/15",1122,40.01042,-101.54242,10250003,4268.10422453704,2015,0.925
"114","UPPER REPUBLICAN RIVER BASIN","SC","SC229","1/27/15",1249,40.0457,-99.89138,10250011,4107.1646412037,2015,0.585
"115","UPPER REPUBLICAN RIVER BASIN","SC","SC229","4/7/15",1434,40.0457,-99.89138,10250011,4177.23755787037,2015,0.875
"116","UPPER REPUBLICAN RIVER BASIN","SC","SC229","7/7/15",1415,40.0457,-99.89138,10250011,4268.22436342593,2015,2.53
"117","UPPER REPUBLICAN RIVER BASIN","SC","SC229","10/6/15",1300,40.0457,-99.89138,10250011,4359.17228009259,2015,4.045
"118","UPPER REPUBLICAN RIVER BASIN","SC","SC230","4/7/15",1315,39.98522,-99.47373,10250015,4177.18269675926,2015,0.985
"119","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC231","1/13/15",1011,39.992936,-97.932032,10250016,4093.05491898148,2015,2.385
"120","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC231","4/14/15",1129,39.992936,-97.932032,10250016,4184.10908564815,2015,1.305
"121","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC231","4/14/15",1134,39.992936,-97.932032,10250016,4184.11255787037,2015,1.245
"122","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC231","7/21/15",829,39.992936,-97.932032,10250016,4281.98408564815,2015,1.855
"123","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC231","10/20/15",927,39.992936,-97.932032,10250016,4373.02436342593,2015,1.295
"124","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC232","1/12/15",1301,39.98039,-97.00431,10270207,4092.17297453704,2015,3.235
"125","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC232","4/13/15",1446,39.98039,-97.00431,10270207,4183.2458912037,2015,1.725
"126","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC232","7/20/15",1638,39.98039,-97.00431,10270207,4281.32366898148,2015,1.875
"127","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC232","10/19/15",1451,39.98039,-97.00431,10270207,4372.24936342593,2015,0.775
"128","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC233","1/12/15",1139,39.95781,-96.60998,10270205,4092.11603009259,2015,5.725
"129","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC233","4/13/15",1253,39.95781,-96.60998,10270205,4183.16741898148,2015,2.875
"130","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC233","7/20/15",1535,39.95781,-96.60998,10270205,4281.27991898148,2015,4.125
"131","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC233","10/19/15",1314,39.95781,-96.60998,10270205,4372.18200231481,2015,3.125
"132","MISSOURI RIVER BASIN","SC","SC234","4/20/15",1319,39.958766,-96.03533,10240007,4190.18547453704,2015,3.353
"133","MISSOURI RIVER BASIN","SC","SC234","7/13/15",1318,39.958766,-96.03533,10240007,4274.18478009259,2015,3.175
"134","MISSOURI RIVER BASIN","SC","SC234","10/12/15",1314,39.958766,-96.03533,10240007,4365.18200231481,2015,1.725
"135","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC236","3/2/15",1427,38.91098,-95.26038,10270104,4141.23269675926,2015,0.435
"136","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC236","6/1/15",1430,38.91098,-95.26038,10270104,4232.23478009259,2015,0.945
"137","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC236","9/1/15",1500,38.91098,-95.26038,10270104,4324.25561342593,2015,0.765
"138","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC236","12/1/15",1452,38.91098,-95.26038,10270104,4415.25005787037,2015,1.485
"139","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC238","3/3/15",750,39.05431,-95.61314,10270102,4141.95700231481,2015,2.161
"140","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC238","6/2/15",742,39.05431,-95.61314,10270102,4232.95144675926,2015,1.095
"141","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC238","9/8/15",734,39.05431,-95.61314,10270102,4330.9458912037,2015,2.425
"142","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC238","12/2/15",828,39.05431,-95.61314,10270102,4415.9833912037,2015,1.105
"143","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC239","3/3/15",834,39.09973,-95.72473,10270102,4141.98755787037,2015,0.785
"144","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC239","6/2/15",812,39.09973,-95.72473,10270102,4232.97228009259,2015,1.395
"145","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC239","9/8/15",810,39.09973,-95.72473,10270102,4330.9708912037,2015,0.865
"146","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC239","9/8/15",815,39.09973,-95.72473,10270102,4330.97436342593,2015,0.855
"147","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC239","12/2/15",901,39.09973,-95.72473,10270102,4416.00630787037,2015,2.825
"148","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC240","1/12/15",1021,39.6876,-96.63835,10270205,4092.06186342593,2015,4.355
"149","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC240","4/13/15",953,39.6876,-96.63835,10270205,4183.04241898148,2015,1.875
"150","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC240","7/20/15",1234,39.6876,-96.63835,10270205,4281.15422453704,2015,4.725
"151","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC240","10/19/15",1001,39.6876,-96.63835,10270205,4372.04797453704,2015,1.975
"152","LOWER ARKANSAS RIVER BASIN","SC","SC246","2/10/15",1009,38.11244,-97.59198,11030012,4121.05353009259,2015,0.495
"153","LOWER ARKANSAS RIVER BASIN","SC","SC246","5/5/15",1036,38.11244,-97.59198,11030012,4205.07228009259,2015,1.375
"154","LOWER ARKANSAS RIVER BASIN","SC","SC246","8/11/15",904,38.11244,-97.59198,11030012,4303.0083912037,2015,3.125
"155","LOWER ARKANSAS RIVER BASIN","SC","SC246","8/11/15",909,38.11244,-97.59198,11030012,4303.01186342593,2015,3.025
"156","LOWER ARKANSAS RIVER BASIN","SC","SC246","11/3/15",1055,38.11244,-97.59198,11030012,4387.08547453704,2015,0.725
"157","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","3/2/15",930,39.00939,-94.81604,10270104,4141.02644675926,2015,3.94
"158","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","6/1/15",925,39.00939,-94.81604,10270104,4232.02297453704,2015,1.675
"159","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","9/1/15",952,39.00939,-94.81604,10270104,4324.04172453704,2015,1.435
"160","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC251","12/1/15",1010,39.00939,-94.81604,10270104,4415.05422453704,2015,1.795
"161","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","3/2/15",1236,38.95652,-94.91543,10270104,4141.15561342593,2015,6.878
"162","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","6/1/15",1221,38.95652,-94.91543,10270104,4232.14519675926,2015,2.205
"163","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","9/1/15",1259,38.95652,-94.91543,10270104,4324.17158564815,2015,5.895
"164","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC252","12/1/15",1259,38.95652,-94.91543,10270104,4415.17158564815,2015,1.705
"165","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC253","7/31/15",940,38.960386,-94.97036,10270104,4292.0333912037,2015,1.325
"166","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC254","3/2/15",900,38.98213,-94.96482,10270104,4141.00561342593,2015,1.355
"167","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC254","6/1/15",850,38.98213,-94.96482,10270104,4231.99866898148,2015,2.045
"168","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC254","9/1/15",906,38.98213,-94.96482,10270104,4324.00978009259,2015,1.275
"169","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC254","12/1/15",933,38.98213,-94.96482,10270104,4415.02853009259,2015,1.865
"170","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC255","3/2/15",1342,38.95585,-95.0968,10270104,4141.20144675926,2015,1.225
"171","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC255","6/1/15",1341,38.95585,-95.0968,10270104,4232.20075231481,2015,2.455
"172","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC255","9/1/15",1420,38.95585,-95.0968,10270104,4324.22783564815,2015,1.175
"173","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC255","12/1/15",1410,38.95585,-95.0968,10270104,4415.2208912037,2015,1.615
"174","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC257","3/2/15",802,39.04837,-95.38803,10270104,4140.96533564815,2015,1.525
"175","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC257","6/1/15",756,39.04837,-95.38803,10270104,4231.96116898148,2015,2.545
"176","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC257","9/1/15",755,39.04837,-95.38803,10270104,4323.96047453704,2015,1.375
"177","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC257","12/1/15",821,39.04837,-95.38803,10270104,4414.97853009259,2015,1.735
"178","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC259","3/3/15",911,39.098909,-95.946757,10270102,4142.01325231481,2015,1.365
"179","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC259","6/2/15",844,39.098909,-95.946757,10270102,4232.99450231481,2015,2.405
"180","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC259","9/8/15",851,39.098909,-95.946757,10270102,4330.99936342593,2015,1.175
"181","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC259","12/2/15",956,39.098909,-95.946757,10270102,4416.04450231481,2015,1.885
"182","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC260","3/3/15",1112,39.19685,-96.30513,10270102,4142.09728009259,2015,1.385
"183","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC260","6/2/15",1110,39.19685,-96.30513,10270102,4233.0958912037,2015,3.625
"184","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC260","9/8/15",1038,39.19685,-96.30513,10270102,4331.07366898148,2015,1.195
"185","KANSAS/LOWER REPUBLICAN RIVER BASIN","SC","SC260","12/2/15",1128,39.19685,-96.30513,10270102,4416.1083912037,2015,4.325
"186","SMOKY-SALINE RIVER BASIN","SC","SC265","1/14/15",820,38.90713,-97.11801,10260008,4093.97783564815,2015,1.535
"187","SMOKY-SALINE RIVER BASIN","SC","SC265","4/15/15",1018,38.90713,-97.11801,10260008,4185.05978009259,2015,1.775
"188","SMOKY-SALINE RIVER BASIN","SC","SC265","7/21/15",1348,38.90713,-97.11801,10260008,4282.20561342593,2015,1.575
"189","SMOKY-SALINE RIVER BASIN","SC","SC265","7/21/15",1403,38.90713,-97.11801,10260008,4282.21603009259,2015,1.775
"190","SMOKY-SALINE RIVER BASIN","SC","SC265","10/21/15",858,38.90713,-97.11801,10260008,4374.00422453704,2015,1.375
"191","SMOKY-SALINE RIVER BASIN","SC","SC265","10/21/15",903,38.90713,-97.11801,10260008,4374.00769675926,2015,1.425
"192","SOLOMON RIVER BASIN","SC","SC266","1/13/15",1451,38.96909,-97.47637,10260015,4093.24936342593,2015,0.435
"193","SOLOMON RIVER BASIN","SC","SC266","4/15/15",918,38.96909,-97.47637,10260015,4185.01811342593,2015,1.455
"194","SOLOMON RIVER BASIN","SC","SC266","7/21/15",1235,38.96909,-97.47637,10260015,4282.15491898148,2015,1.625
"195","SOLOMON RIVER BASIN","SC","SC266","10/20/15",1421,38.96909,-97.47637,10260015,4373.22853009259,2015,0.695
"196","SMOKY-SALINE RIVER BASIN","SC","SC267","1/13/15",1431,38.874789,-97.538587,10260010,4093.23547453704,2015,0.475
"197","SMOKY-SALINE RIVER BASIN","SC","SC267","4/15/15",857,38.874789,-97.538587,10260010,4185.00353009259,2015,1.475
"198","SMOKY-SALINE RIVER BASIN","SC","SC267","7/21/15",1215,38.874789,-97.538587,10260010,4282.14103009259,2015,1.475
"199","SMOKY-SALINE RIVER BASIN","SC","SC267","10/20/15",1353,38.874789,-97.538587,10260010,4373.20908564815,2015,1.275
"200","SMOKY-SALINE RIVER BASIN","SC","SC268","1/13/15",1417,38.86063,-97.5389,10260008,4093.22575231481,2015,3.415
