site,year,month,day,fin,blue,ship,wind
H,2015,10,1,68.58,72.38,69.01,63.42
H,2015,10,2,68.39,71.61,68.77,64.59
H,2015,10,3,NaN,NaN,NaN,NaN
H,2015,10,4,NaN,NaN,NaN,NaN
H,2015,10,5,NaN,NaN,NaN,NaN
H,2015,10,6,NaN,NaN,NaN,NaN
H,2015,10,7,NaN,NaN,NaN,NaN
H,2015,10,8,NaN,NaN,NaN,NaN
H,2015,10,9,NaN,NaN,NaN,NaN
H,2015,10,10,NaN,NaN,NaN,NaN
H,2015,10,11,NaN,NaN,NaN,NaN
H,2015,10,12,NaN,NaN,NaN,NaN
H,2015,10,13,NaN,NaN,NaN,NaN
H,2015,10,14,NaN,NaN,NaN,NaN
H,2015,10,15,NaN,NaN,NaN,NaN
H,2015,10,16,NaN,NaN,NaN,NaN
H,2015,10,17,NaN,NaN,NaN,NaN
H,2015,10,18,NaN,NaN,NaN,NaN
H,2015,10,19,NaN,NaN,NaN,NaN
H,2015,10,20,NaN,NaN,NaN,NaN
H,2015,10,21,NaN,NaN,NaN,NaN
H,2015,10,22,NaN,NaN,NaN,NaN
H,2015,10,23,NaN,NaN,NaN,NaN
H,2015,10,24,NaN,NaN,NaN,NaN
H,2015,10,25,NaN,NaN,NaN,NaN
H,2015,10,26,NaN,NaN,NaN,NaN
H,2015,10,27,NaN,NaN,NaN,NaN
H,2015,10,28,NaN,NaN,NaN,NaN
H,2015,10,29,NaN,NaN,NaN,NaN
H,2015,10,30,NaN,NaN,NaN,NaN
H,2015,10,31,NaN,NaN,NaN,NaN
H,2015,11,1,NaN,NaN,NaN,NaN
H,2015,11,2,NaN,NaN,NaN,NaN
H,2015,11,3,NaN,NaN,NaN,NaN
H,2015,11,4,NaN,NaN,NaN,NaN
H,2015,11,5,NaN,NaN,NaN,NaN
H,2015,11,6,NaN,NaN,NaN,NaN
H,2015,11,7,NaN,NaN,NaN,NaN
H,2015,11,8,NaN,NaN,NaN,NaN
H,2015,11,9,NaN,NaN,NaN,NaN
H,2015,11,10,NaN,NaN,NaN,NaN
H,2015,11,11,NaN,NaN,NaN,NaN
H,2015,11,12,NaN,NaN,NaN,NaN
H,2015,11,13,NaN,NaN,NaN,NaN
H,2015,11,14,NaN,NaN,NaN,NaN
H,2015,11,15,NaN,NaN,NaN,NaN
H,2015,11,16,NaN,NaN,NaN,NaN
H,2015,11,17,NaN,NaN,NaN,NaN
H,2015,11,18,NaN,NaN,NaN,NaN
H,2015,11,19,NaN,NaN,NaN,NaN
H,2015,11,20,NaN,NaN,NaN,NaN
H,2015,11,21,61.80,61.05,61.06,44.01
H,2015,11,22,68.50,67.15,63.68,51.00
H,2015,11,23,72.82,65.55,62.46,50.82
H,2015,11,24,71.76,65.16,63.02,58.69
H,2015,11,25,75.66,70.31,69.11,64.60
H,2015,11,26,69.98,68.18,66.94,63.70
H,2015,11,27,72.22,65.11,63.96,61.29
H,2015,11,28,70.55,67.14,65.86,53.60
H,2015,11,29,67.04,67.38,64.31,49.80
H,2015,11,30,65.46,66.17,61.89,51.67
H,2015,12,1,68.32,65.68,62.30,59.95
H,2015,12,2,67.63,66.84,64.52,52.43
H,2015,12,3,67.86,67.45,63.02,53.26
H,2015,12,4,71.29,67.90,67.01,62.61
H,2015,12,5,71.26,69.68,67.49,53.41
H,2015,12,6,70.75,71.74,65.93,55.40
H,2015,12,7,67.91,67.73,66.13,61.71
H,2015,12,8,71.41,69.65,66.64,59.24
H,2015,12,9,69.24,69.68,65.89,58.63
H,2015,12,10,74.83,70.62,68.44,62.51
H,2015,12,11,73.68,66.85,67.13,62.80
H,2015,12,12,76.39,74.79,73.52,68.81
H,2015,12,13,73.10,71.45,69.55,63.98
H,2015,12,14,77.84,73.79,72.95,68.40
H,2015,12,15,72.67,70.89,69.93,62.57
H,2015,12,16,71.20,70.13,67.31,52.66
H,2015,12,17,75.48,68.90,66.57,54.34
H,2015,12,18,69.80,65.43,63.52,49.13
H,2015,12,19,73.01,65.74,65.66,59.97
H,2015,12,20,73.24,69.13,68.32,64.79
H,2015,12,21,76.42,69.81,68.49,63.68
H,2015,12,22,77.81,69.21,67.08,63.43
H,2015,12,23,80.34,76.62,75.21,69.44
H,2015,12,24,78.47,73.67,72.35,67.87
H,2015,12,25,76.61,70.46,69.87,65.66
H,2015,12,26,76.52,72.42,71.42,66.84
H,2015,12,27,76.81,68.01,67.52,58.35
H,2015,12,28,73.77,67.17,65.66,60.50
H,2015,12,29,76.68,73.05,71.09,65.89
H,2015,12,30,73.96,67.64,65.64,49.37
H,2015,12,31,71.43,67.63,65.90,47.56
H,2016,1,1,72.47,64.91,62.82,51.22
H,2016,1,2,71.81,62.60,62.66,45.79
H,2016,1,3,66.94,61.90,61.52,51.88
H,2016,1,4,70.14,65.95,63.91,62.12
H,2016,1,5,67.72,64.78,63.43,60.58
H,2016,1,6,73.40,69.25,67.65,63.81
H,2016,1,7,72.25,68.83,67.55,63.13
H,2016,1,8,74.83,71.42,70.17,65.38
H,2016,1,9,76.34,69.32,67.79,51.93
H,2016,1,10,80.71,69.61,69.44,53.57
H,2016,1,11,77.53,72.00,70.72,51.29
H,2016,1,12,72.63,66.41,64.86,47.64
H,2016,1,13,72.57,67.28,64.57,54.62
H,2016,1,14,73.12,68.37,66.96,62.69
H,2016,1,15,74.47,69.79,68.42,62.15
H,2016,1,16,72.97,66.48,65.00,54.85
H,2016,1,17,75.47,69.88,68.39,55.79
H,2016,1,18,66.84,64.45,63.45,54.94
H,2016,1,19,71.01,65.13,63.39,49.51
H,2016,1,20,74.71,68.23,66.36,52.80
H,2016,1,21,73.66,67.88,66.43,46.89
H,2016,1,22,72.95,70.62,71.42,46.42
H,2016,1,23,69.31,68.66,67.06,57.75
H,2016,1,24,73.02,71.82,70.92,66.09
H,2016,1,25,70.37,65.50,63.76,59.01
H,2016,1,26,72.04,65.56,63.25,50.39
H,2016,1,27,72.07,65.48,63.84,47.81
H,2016,1,28,65.32,69.17,67.46,56.83
H,2016,1,29,65.72,66.34,64.37,56.63
H,2016,1,30,69.75,69.98,69.56,65.01
H,2016,1,31,65.04,67.77,66.15,61.76
H,2016,2,1,78.68,77.73,76.01,70.75
H,2016,2,2,69.72,70.80,69.86,64.93
H,2016,2,3,69.11,69.14,68.25,60.51
H,2016,2,4,65.65,67.55,66.65,55.95
H,2016,2,5,62.44,65.59,62.95,50.92
H,2016,2,6,64.43,66.76,63.90,51.21
H,2016,2,7,70.77,68.31,66.34,47.73
H,2016,2,8,65.33,63.20,62.37,44.89
H,2016,2,9,68.94,65.87,63.95,44.24
H,2016,2,10,69.38,70.13,66.87,50.11
H,2016,2,11,67.47,69.02,67.02,46.51
H,2016,2,12,63.61,65.17,63.57,48.22
H,2016,2,13,65.05,66.91,64.65,49.99
H,2016,2,14,61.17,62.32,61.62,47.70
H,2016,2,15,61.12,62.62,60.77,46.83
H,2016,2,16,59.79,61.10,60.41,43.58
H,2016,2,17,65.69,69.59,69.52,49.07
H,2016,2,18,63.18,65.69,64.12,55.89
H,2016,2,19,61.74,62.21,61.46,60.34
H,2016,2,20,65.88,69.36,66.90,60.06
H,2016,2,21,68.98,69.77,68.25,61.46
H,2016,2,22,66.80,68.59,67.39,60.77
H,2016,2,23,67.70,68.28,66.23,50.77
H,2016,2,24,67.62,69.23,66.45,47.60
H,2016,2,25,64.08,65.45,64.52,51.08
H,2016,2,26,61.03,62.27,61.46,56.29
H,2016,2,27,64.09,66.55,65.12,61.71
H,2016,2,28,62.97,65.04,63.93,59.70
H,2016,2,29,61.88,64.71,62.72,55.17
H,2016,3,1,62.48,63.34,61.70,50.31
H,2016,3,2,65.68,69.79,67.82,59.58
H,2016,3,3,66.51,69.67,68.31,61.11
H,2016,3,4,68.63,78.85,78.01,62.26
H,2016,3,5,70.98,81.96,81.70,59.35
H,2016,3,6,70.46,80.39,80.75,62.57
H,2016,3,7,68.19,71.02,69.69,64.97
H,2016,3,8,73.91,73.29,72.33,67.73
H,2016,3,9,70.13,70.55,70.02,64.82
H,2016,3,10,66.08,68.63,68.68,60.01
H,2016,3,11,65.77,68.11,66.53,56.82
H,2016,3,12,68.51,70.11,69.02,64.36
H,2016,3,13,62.69,63.96,63.95,61.49
H,2016,3,14,63.46,66.88,66.44,59.28
H,2016,3,15,66.58,68.79,68.48,62.60
H,2016,3,16,66.02,69.03,67.67,52.71
H,2016,3,17,63.14,66.15,65.06,52.83
H,2016,3,18,63.69,66.28,65.88,55.45
H,2016,3,19,66.20,71.82,70.66,59.64
H,2016,3,20,62.41,65.75,64.56,56.65
H,2016,3,21,62.09,63.79,62.88,60.94
H,2016,3,22,68.62,71.05,69.95,65.43
H,2016,3,23,66.03,68.66,68.70,63.54
H,2016,3,24,66.69,69.60,66.74,55.60
H,2016,3,25,65.09,67.68,68.05,63.09
H,2016,3,26,68.75,70.51,69.16,62.66
H,2016,3,27,63.57,67.66,64.45,51.69
H,2016,3,28,69.58,70.90,69.91,65.85
H,2016,3,29,70.22,71.99,70.57,66.17
H,2016,3,30,64.60,66.57,66.31,59.09
H,2016,3,31,63.60,67.39,66.79,60.47
H,2016,4,1,65.85,68.74,68.18,63.48
H,2016,4,2,64.00,67.11,66.62,57.44
H,2016,4,3,66.14,69.74,69.01,59.63
H,2016,4,4,64.90,67.86,65.92,59.94
H,2016,4,5,65.41,68.33,65.58,53.19
H,2016,4,6,67.48,70.88,68.67,53.48
H,2016,4,7,67.28,68.59,66.76,51.21
H,2016,4,8,66.40,67.41,66.26,48.66
H,2016,4,9,65.13,67.37,67.25,47.67
H,2016,4,10,62.60,64.67,63.24,53.53
H,2016,4,11,63.76,65.04,63.40,52.54
H,2016,4,12,64.10,65.30,64.24,61.63
H,2016,4,13,66.78,70.33,68.01,60.28
H,2016,4,14,70.07,71.72,70.35,65.92
H,2016,4,15,73.00,73.19,72.07,67.82
H,2016,4,16,65.07,67.78,67.02,56.06
H,2016,4,17,64.21,68.30,67.27,48.93
H,2016,4,18,62.44,65.21,64.55,45.17
H,2016,4,19,65.38,66.15,63.45,48.97
H,2016,4,20,66.83,69.30,67.29,53.16
H,2016,4,21,65.59,68.34,67.57,59.27
H,2016,4,22,62.79,65.17,63.86,59.28
H,2016,4,23,71.01,72.96,73.32,64.93
H,2016,4,24,68.76,70.59,69.97,65.22
H,2016,4,25,76.46,75.95,74.73,69.45
H,2016,4,26,NaN,NaN,NaN,NaN
H,2016,4,27,NaN,NaN,NaN,NaN
H,2016,4,28,NaN,NaN,NaN,NaN
H,2016,4,29,NaN,NaN,NaN,NaN
H,2016,4,30,NaN,NaN,NaN,NaN
H,2016,5,1,NaN,NaN,NaN,NaN
H,2016,5,2,NaN,NaN,NaN,NaN
H,2016,5,3,NaN,NaN,NaN,NaN
H,2016,5,4,NaN,NaN,NaN,NaN
H,2016,5,5,NaN,NaN,NaN,NaN
H,2016,5,6,NaN,NaN,NaN,NaN
H,2016,5,7,NaN,NaN,NaN,NaN
H,2016,5,8,NaN,NaN,NaN,NaN
H,2016,5,9,NaN,NaN,NaN,NaN
H,2016,5,10,NaN,NaN,NaN,NaN
H,2016,5,11,NaN,NaN,NaN,NaN
H,2016,5,12,NaN,NaN,NaN,NaN
H,2016,5,13,NaN,NaN,NaN,NaN
H,2016,5,14,NaN,NaN,NaN,NaN
H,2016,5,15,NaN,NaN,NaN,NaN
H,2016,5,16,NaN,NaN,NaN,NaN
H,2016,5,17,NaN,NaN,NaN,NaN
H,2016,5,18,NaN,NaN,NaN,NaN
H,2016,5,19,NaN,NaN,NaN,NaN
H,2016,5,20,NaN,NaN,NaN,NaN
H,2016,5,21,NaN,NaN,NaN,NaN
H,2016,5,22,NaN,NaN,NaN,NaN
H,2016,5,23,NaN,NaN,NaN,NaN
H,2016,5,24,NaN,NaN,NaN,NaN
H,2016,5,25,NaN,NaN,NaN,NaN
H,2016,5,26,NaN,NaN,NaN,NaN
H,2016,5,27,NaN,NaN,NaN,NaN
H,2016,5,28,NaN,NaN,NaN,NaN
H,2016,5,29,NaN,NaN,NaN,NaN
H,2016,5,30,NaN,NaN,NaN,NaN
H,2016,5,31,NaN,NaN,NaN,NaN
H,2016,6,1,NaN,NaN,NaN,NaN
H,2016,6,2,NaN,NaN,NaN,NaN
H,2016,6,3,NaN,NaN,NaN,NaN
H,2016,6,4,NaN,NaN,NaN,NaN
H,2016,6,5,NaN,NaN,NaN,NaN
H,2016,6,6,NaN,NaN,NaN,NaN
H,2016,6,7,NaN,NaN,NaN,NaN
H,2016,6,8,NaN,NaN,NaN,NaN
H,2016,6,9,NaN,NaN,NaN,NaN
H,2016,6,10,NaN,NaN,NaN,NaN
H,2016,6,11,NaN,NaN,NaN,NaN
H,2016,6,12,NaN,NaN,NaN,NaN
H,2016,6,13,NaN,NaN,NaN,NaN
H,2016,6,14,NaN,NaN,NaN,NaN
H,2016,6,15,NaN,NaN,NaN,NaN
H,2016,6,16,NaN,NaN,NaN,NaN
H,2016,6,17,NaN,NaN,NaN,NaN
H,2016,6,18,NaN,NaN,NaN,NaN
H,2016,6,19,NaN,NaN,NaN,NaN
H,2016,6,20,NaN,NaN,NaN,NaN
H,2016,6,21,NaN,NaN,NaN,NaN
H,2016,6,22,NaN,NaN,NaN,NaN
H,2016,6,23,NaN,NaN,NaN,NaN
H,2016,6,24,NaN,NaN,NaN,NaN
H,2016,6,25,NaN,NaN,NaN,NaN
H,2016,6,26,NaN,NaN,NaN,NaN
H,2016,6,27,NaN,NaN,NaN,NaN
H,2016,6,28,NaN,NaN,NaN,NaN
H,2016,6,29,NaN,NaN,NaN,NaN
H,2016,6,30,NaN,NaN,NaN,NaN
H,2016,7,1,NaN,NaN,NaN,NaN
H,2016,7,2,NaN,NaN,NaN,NaN
H,2016,7,3,NaN,NaN,NaN,NaN
H,2016,7,4,NaN,NaN,NaN,NaN
H,2016,7,5,NaN,NaN,NaN,NaN
H,2016,7,6,64.54,66.94,66.05,57.72
H,2016,7,7,64.95,68.02,66.52,59.82
H,2016,7,8,65.89,68.19,68.28,61.20
H,2016,7,9,64.33,68.14,67.48,61.19
H,2016,7,10,64.95,66.81,66.41,63.22
H,2016,7,11,65.05,68.08,67.20,63.14
H,2016,7,12,63.82,67.49,67.61,58.69
H,2016,7,13,66.99,70.43,69.99,56.93
H,2016,7,14,65.16,68.96,68.88,57.16
H,2016,7,15,66.16,69.47,68.97,56.17
H,2016,7,16,64.21,68.18,69.68,54.29
H,2016,7,17,63.01,66.81,66.78,52.13
H,2016,7,18,65.55,67.86,66.73,49.44
H,2016,7,19,64.21,66.65,67.13,59.78
H,2016,7,20,66.01,69.64,67.66,61.69
H,2016,7,21,65.82,68.30,67.13,62.35
H,2016,7,22,66.52,68.77,68.85,62.38
H,2016,7,23,67.28,69.86,68.81,60.83
H,2016,7,24,62.30,66.40,65.66,51.54
H,2016,7,25,61.47,64.19,63.60,48.72
H,2016,7,26,63.78,66.12,64.12,51.99
H,2016,7,27,69.15,71.58,72.01,55.00
H,2016,7,28,63.46,65.19,63.40,54.12
H,2016,7,29,67.91,66.29,64.63,54.41
H,2016,7,30,64.44,63.68,62.56,51.26
H,2016,7,31,62.27,64.15,62.29,47.22
H,2016,8,1,61.02,64.02,63.95,49.13
H,2016,8,2,64.89,65.86,64.79,54.32
H,2016,8,3,64.39,68.58,66.12,53.23
H,2016,8,4,64.88,66.39,65.33,54.99
H,2016,8,5,65.98,69.46,68.43,61.73
H,2016,8,6,64.64,67.70,65.95,61.06
H,2016,8,7,60.28,62.98,61.91,59.14
H,2016,8,8,63.16,65.46,64.05,58.80
H,2016,8,9,62.12,63.69,62.82,50.94
H,2016,8,10,63.04,66.45,64.24,48.98
H,2016,8,11,65.06,69.21,67.76,48.08
H,2016,8,12,59.34,62.54,62.70,48.66
H,2016,8,13,64.33,68.18,66.59,60.10
H,2016,8,14,62.47,65.62,64.84,59.55
H,2016,8,15,65.05,68.80,68.40,61.74
H,2016,8,16,65.66,66.10,65.35,62.78
H,2016,8,17,64.32,66.72,66.54,59.44
H,2016,8,18,62.25,65.83,64.34,53.20
H,2016,8,19,60.45,62.95,62.32,50.83
H,2016,8,20,62.65,66.25,63.74,56.14
H,2016,8,21,62.04,65.31,63.64,59.66
H,2016,8,22,64.96,68.14,66.08,61.65
H,2016,8,23,62.39,65.57,64.10,61.29
H,2016,8,24,66.03,67.37,66.05,62.47
H,2016,8,25,64.80,67.30,65.08,61.43
H,2016,8,26,61.52,65.13,64.23,51.12
H,2016,8,27,64.25,68.14,66.43,55.40
H,2016,8,28,61.31,66.68,64.42,61.44
H,2016,8,29,65.32,69.41,67.16,62.87
H,2016,8,30,63.69,67.48,64.70,60.30
H,2016,8,31,65.84,71.65,68.90,63.54
H,2016,9,1,64.19,68.60,66.49,62.13
H,2016,9,2,66.33,70.46,67.89,60.27
H,2016,9,3,64.48,70.43,67.44,52.23
H,2016,9,4,64.85,67.61,65.68,63.12
H,2016,9,5,65.01,67.39,66.67,63.47
H,2016,9,6,61.11,63.49,62.54,52.07
H,2016,9,7,64.57,65.23,63.37,49.56
H,2016,9,8,64.54,67.59,66.30,53.25
H,2016,9,9,64.93,68.05,65.72,47.53
H,2016,9,10,65.59,69.17,65.69,58.05
H,2016,9,11,65.74,66.80,65.49,58.50
H,2016,9,12,69.96,66.68,65.25,55.61
H,2016,9,13,63.30,66.34,65.21,51.75
H,2016,9,14,63.55,65.89,64.93,53.05
H,2016,9,15,64.54,66.71,65.68,57.52
H,2016,9,16,61.60,63.83,61.25,50.05
H,2016,9,17,64.28,66.40,62.40,52.96
H,2016,9,18,65.12,65.15,62.85,51.27
H,2016,9,19,64.75,66.47,63.54,50.21
H,2016,9,20,67.91,68.73,65.97,51.41
H,2016,9,21,67.29,67.96,65.12,51.70
H,2016,9,22,72.28,71.62,70.01,65.32
H,2016,9,23,68.85,67.02,65.94,63.86
H,2016,9,24,64.03,67.29,65.94,53.17
H,2016,9,25,63.45,64.34,63.04,48.40
H,2016,9,26,64.76,64.87,63.62,46.95
H,2016,9,27,64.17,64.34,63.54,49.24
H,2016,9,28,66.70,66.95,66.57,47.91
H,2016,9,29,62.83,64.36,63.07,50.05
H,2016,9,30,61.79,63.92,62.71,56.62
H,2016,10,1,67.18,68.32,67.79,62.14
H,2016,10,2,67.49,68.59,67.41,64.41
H,2016,10,3,70.21,70.91,69.06,64.90
H,2016,10,4,68.48,68.95,67.24,64.10
H,2016,10,5,68.18,69.98,67.57,62.61
H,2016,10,6,66.11,67.35,65.76,58.20
H,2016,10,7,64.94,67.19,63.72,49.62
H,2016,10,8,66.51,69.40,69.19,51.70
H,2016,10,9,62.89,64.94,61.40,48.98
H,2016,10,10,65.86,66.13,63.82,56.17
H,2016,10,11,68.02,64.93,62.17,56.69
H,2016,10,12,71.33,67.51,63.86,57.10
H,2016,10,13,68.38,66.84,62.69,56.16
H,2016,10,14,68.14,65.23,62.91,60.61
H,2016,10,15,70.32,69.09,65.93,60.56
H,2016,10,16,69.41,63.52,61.94,57.33
H,2016,10,17,69.06,66.29,63.66,59.69
H,2016,10,18,70.52,69.49,65.95,62.79
H,2016,10,19,73.36,72.58,69.06,53.57
H,2016,10,20,68.62,66.59,63.30,50.21
H,2016,10,21,69.05,72.25,67.44,51.95
H,2016,10,22,69.70,69.66,66.06,52.53
H,2016,10,23,65.58,67.05,63.02,50.95
H,2016,10,24,66.58,69.07,64.48,51.13
H,2016,10,25,68.24,71.13,68.09,49.18
H,2016,10,26,69.60,70.87,65.50,53.29
H,2016,10,27,69.30,67.86,63.86,52.55
H,2016,10,28,67.53,69.83,66.37,58.96
H,2016,10,29,65.91,72.54,64.72,54.28
H,2016,10,30,68.81,76.34,66.90,52.19
H,2016,10,31,70.42,73.23,64.33,57.32
H,2016,11,1,68.68,74.31,66.65,61.98
H,2016,11,2,70.85,73.33,65.98,56.22
H,2016,11,3,70.23,71.87,64.95,51.56
H,2016,11,4,72.89,74.30,66.26,53.97
H,2016,11,5,76.66,75.12,65.61,56.96
H,2016,11,6,74.82,73.59,65.32,61.67
H,2016,11,7,74.43,73.79,64.59,54.20
H,2016,11,8,71.29,72.17,64.64,52.23
H,2016,11,9,73.74,74.98,67.72,58.12
H,2016,11,10,NaN,NaN,NaN,NaN
H,2016,11,11,NaN,NaN,NaN,NaN
H,2016,11,12,NaN,NaN,NaN,NaN
H,2016,11,13,NaN,NaN,NaN,NaN
H,2016,11,14,NaN,NaN,NaN,NaN
H,2016,11,15,NaN,NaN,NaN,NaN
H,2016,11,16,NaN,NaN,NaN,NaN
H,2016,11,17,NaN,NaN,NaN,NaN
H,2016,11,18,NaN,NaN,NaN,NaN
H,2016,11,19,NaN,NaN,NaN,NaN
H,2016,11,20,NaN,NaN,NaN,NaN
H,2016,11,21,NaN,NaN,NaN,NaN
H,2016,11,22,NaN,NaN,NaN,NaN
H,2016,11,23,NaN,NaN,NaN,NaN
H,2016,11,24,NaN,NaN,NaN,NaN
H,2016,11,25,NaN,NaN,NaN,NaN
H,2016,11,26,NaN,NaN,NaN,NaN
H,2016,11,27,NaN,NaN,NaN,NaN
H,2016,11,28,NaN,NaN,NaN,NaN
H,2016,11,29,NaN,NaN,NaN,NaN
H,2016,11,30,NaN,NaN,NaN,NaN
H,2016,12,1,NaN,NaN,NaN,NaN
H,2016,12,2,NaN,NaN,NaN,NaN
H,2016,12,3,NaN,NaN,NaN,NaN
H,2016,12,4,NaN,NaN,NaN,NaN
H,2016,12,5,NaN,NaN,NaN,NaN
H,2016,12,6,NaN,NaN,NaN,NaN
H,2016,12,7,NaN,NaN,NaN,NaN
H,2016,12,8,NaN,NaN,NaN,NaN
H,2016,12,9,NaN,NaN,NaN,NaN
H,2016,12,10,NaN,NaN,NaN,NaN
H,2016,12,11,NaN,NaN,NaN,NaN
H,2016,12,12,NaN,NaN,NaN,NaN
H,2016,12,13,NaN,NaN,NaN,NaN
H,2016,12,14,NaN,NaN,NaN,NaN
H,2016,12,15,NaN,NaN,NaN,NaN
H,2016,12,16,NaN,NaN,NaN,NaN
H,2016,12,17,NaN,NaN,NaN,NaN
H,2016,12,18,NaN,NaN,NaN,NaN
H,2016,12,19,NaN,NaN,NaN,NaN
H,2016,12,20,NaN,NaN,NaN,NaN
H,2016,12,21,NaN,NaN,NaN,NaN
H,2016,12,22,NaN,NaN,NaN,NaN
H,2016,12,23,NaN,NaN,NaN,NaN
H,2016,12,24,NaN,NaN,NaN,NaN
H,2016,12,25,NaN,NaN,NaN,NaN
H,2016,12,26,NaN,NaN,NaN,NaN
H,2016,12,27,NaN,NaN,NaN,NaN
H,2016,12,28,NaN,NaN,NaN,NaN
H,2016,12,29,NaN,NaN,NaN,NaN
H,2016,12,30,NaN,NaN,NaN,NaN
H,2016,12,31,NaN,NaN,NaN,NaN
H,2017,1,1,NaN,NaN,NaN,NaN
H,2017,1,2,NaN,NaN,NaN,NaN
H,2017,1,3,NaN,NaN,NaN,NaN
H,2017,1,4,NaN,NaN,NaN,NaN
H,2017,1,5,NaN,NaN,NaN,NaN
H,2017,1,6,NaN,NaN,NaN,NaN
H,2017,1,7,NaN,NaN,NaN,NaN
H,2017,1,8,NaN,NaN,NaN,NaN
H,2017,1,9,NaN,NaN,NaN,NaN
H,2017,1,10,NaN,NaN,NaN,NaN
H,2017,1,11,NaN,NaN,NaN,NaN
H,2017,1,12,NaN,NaN,NaN,NaN
H,2017,1,13,NaN,NaN,NaN,NaN
H,2017,1,14,NaN,NaN,NaN,NaN
H,2017,1,15,NaN,NaN,NaN,NaN
H,2017,1,16,NaN,NaN,NaN,NaN
H,2017,1,17,NaN,NaN,NaN,NaN
H,2017,1,18,NaN,NaN,NaN,NaN
H,2017,1,19,NaN,NaN,NaN,NaN
H,2017,1,20,NaN,NaN,NaN,NaN
H,2017,1,21,NaN,NaN,NaN,NaN
H,2017,1,22,NaN,NaN,NaN,NaN
H,2017,1,23,NaN,NaN,NaN,NaN
H,2017,1,24,NaN,NaN,NaN,NaN
H,2017,1,25,NaN,NaN,NaN,NaN
H,2017,1,26,NaN,NaN,NaN,NaN
H,2017,1,27,NaN,NaN,NaN,NaN
H,2017,1,28,NaN,NaN,NaN,NaN
H,2017,1,29,NaN,NaN,NaN,NaN
H,2017,1,30,NaN,NaN,NaN,NaN
H,2017,1,31,NaN,NaN,NaN,NaN
H,2017,2,1,NaN,NaN,NaN,NaN
H,2017,2,2,NaN,NaN,NaN,NaN
H,2017,2,3,NaN,NaN,NaN,NaN
H,2017,2,4,NaN,NaN,NaN,NaN
H,2017,2,5,NaN,NaN,NaN,NaN
H,2017,2,6,NaN,NaN,NaN,NaN
H,2017,2,7,NaN,NaN,NaN,NaN
H,2017,2,8,NaN,NaN,NaN,NaN
H,2017,2,9,NaN,NaN,NaN,NaN
H,2017,2,10,NaN,NaN,NaN,NaN
H,2017,2,11,NaN,NaN,NaN,NaN
H,2017,2,12,NaN,NaN,NaN,NaN
H,2017,2,13,NaN,NaN,NaN,NaN
H,2017,2,14,NaN,NaN,NaN,NaN
H,2017,2,15,NaN,NaN,NaN,NaN
H,2017,2,16,NaN,NaN,NaN,NaN
H,2017,2,17,NaN,NaN,NaN,NaN
H,2017,2,18,NaN,NaN,NaN,NaN
H,2017,2,19,NaN,NaN,NaN,NaN
H,2017,2,20,NaN,NaN,NaN,NaN
H,2017,2,21,80.34,68.01,73.09,47.51
H,2017,2,22,77.14,71.77,70.86,62.57
H,2017,2,23,77.26,75.27,74.52,68.44
H,2017,2,24,75.78,71.46,70.67,65.43
H,2017,2,25,77.95,68.11,67.43,60.73
H,2017,2,26,81.75,66.48,65.06,59.38
H,2017,2,27,76.20,67.55,64.69,52.68
H,2017,2,28,74.00,69.14,68.24,65.16
H,2017,3,1,76.68,71.87,72.11,55.07
H,2017,3,2,75.29,66.68,63.34,52.43
H,2017,3,3,76.44,64.98,63.07,50.35
H,2017,3,4,76.53,65.45,63.50,53.65
H,2017,3,5,78.85,65.17,63.80,57.79
H,2017,3,6,71.48,67.53,66.91,64.17
H,2017,3,7,71.25,70.19,69.45,60.13
H,2017,3,8,71.70,70.23,68.99,58.39
H,2017,3,9,71.82,69.07,69.04,51.01
H,2017,3,10,69.83,67.52,66.72,49.65
H,2017,3,11,68.12,67.62,66.69,57.23
H,2017,3,12,70.16,68.00,65.41,47.36
H,2017,3,13,69.17,62.86,62.07,46.80
H,2017,3,14,71.63,64.59,63.99,48.07
H,2017,3,15,72.59,72.36,70.98,54.47
H,2017,3,16,70.53,71.12,68.45,61.17
H,2017,3,17,67.37,68.30,66.04,56.62
H,2017,3,18,69.33,65.65,64.90,48.85
H,2017,3,19,68.88,69.27,68.75,48.11
H,2017,3,20,68.52,67.56,66.74,47.62
H,2017,3,21,71.65,68.30,67.13,53.92
H,2017,3,22,70.78,68.01,67.55,57.29
H,2017,3,23,72.22,72.97,71.86,67.42
H,2017,3,24,68.16,68.12,68.08,61.77
H,2017,3,25,69.64,72.32,70.69,60.06
H,2017,3,26,72.38,69.78,69.30,64.11
H,2017,3,27,71.80,71.00,70.69,66.27
H,2017,3,28,72.67,73.21,72.19,64.51
H,2017,3,29,72.20,70.97,70.05,54.79
H,2017,3,30,74.24,68.79,67.60,62.49
H,2017,3,31,73.81,74.91,73.92,68.41
H,2017,4,1,66.31,65.85,65.51,53.21
H,2017,4,2,65.94,66.08,66.47,57.83
H,2017,4,3,66.65,67.58,67.51,57.11
H,2017,4,4,67.46,69.49,67.43,50.23
H,2017,4,5,69.25,71.86,71.29,53.00
H,2017,4,6,64.54,68.16,68.50,51.03
H,2017,4,7,75.23,71.53,71.11,49.95
H,2017,4,8,67.32,70.10,70.70,59.44
H,2017,4,9,69.11,72.06,71.49,64.86
H,2017,4,10,65.23,67.73,68.18,63.46
H,2017,4,11,66.38,68.24,68.05,62.13
